coord_op_method_code,coord_op_method_name,reverse_op,formula,example,remarks,information_source,data_source,revision_date,change_id,deprecated
9605,Abridged Molodensky,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶As an alternative to the computation of the new latitude, longitude and height above ellipsoid in discrete steps through geocentric coordinates, the changes in these geographic coordinates may be derived directly by formulas derived by Molodenski. Abridged versions of these formulas, which are quite satisfactory for three parameter transformations, are as follows:¶¶dlat "" = [(-dX*sin(lat)*cos(lon)) - (dY*sin(lat)*sin(lon)) + (dZ*cos(lat)) + (((a*Df) + (f*Da))*sin(2*lat))] / (rho * sin(1""))¶¶dlon "" = (-dX*sin(lon) + dY*cos(lon)) / ((nu*cos(lat)) * sin(1""))¶¶dh = (dX*cos(lat)*cos(lon)) + (dY*cos(lat)*sin(lon)) + (dZ*sin(lat)) + ((a*Df + f*Da)*(sin(lat)^2)) - da¶¶where the dX, dY and dZ terms are the geocentric translation parameters, and rho and nu are the meridian and prime vertical radii of curvature at the given latitude (lat) on the first ellipsoid, da is the difference in the semi-major axes (a1 - a2) of the first and second ellipsoids and df  is the difference in the flattening of the two ellipsoids.¶¶The formulas for dlat and dlon indicate changes in latitude and longitude in arc-seconds.","For a North Sea point with coordinates derived by GPS satellite in the WGS84 geographical coordinate reference system, with coordinates of:¶           latitude lat_s                =53°48'33.82""N, ¶           longitude lon_s             = 2°07'46.38""E, ¶    and ellipsoidal height h_s = 73.0m, ¶¶whose coordinates are required in terms of the ED50 geographical coordinate reference system which takes the International 1924 ellipsoid. ¶¶The three geocentric translations parameter values from WGS84 to ED50 for this North Sea area are given as dX = +84.87m, dY = +96.49m, dZ = +116.95m. ¶Ellipsoid Parameters are:¶WGS 84               a = 6378137.0 metres    1/f = 298.2572236¶International 1924  a = 6378388.0 metres    1/f = 297.0¶¶Then¶da = 6378388  6378137 = 251¶df = 0.003367003 - 0.003352811  = 1.41927E-05¶whence¶dlat  = 2.543""¶dlon  = 5.097""¶dh   =   44.909 m¶¶ED50 values on the International 1924 ellipsoid are then:¶           latitude lat_t                 = 53°48'36.563""N, ¶           longitude  lon_t             =  2°07'51.477""E, ¶    and ellipsoidal height h_t  = 28.091 m.","This transformation is a truncated Taylor series expansion of a transformation between two geographic coordinate systems, modelled as a set of geocentric translations.","EPSG guidance note #7-2, http://www.epsg.org",OGP,2006-06-12,1999.010 2004.470 2006.420,0
9606,Position Vector 7-param. transformation,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶Transformation of coordinates from one geographic coordinate reference system into another (also known as a ""datum transformation"") is usually carried out as an implicit concatenation of three transformations:¶[geographical to geocentric >> geocentric to geocentric >> geocentric to geographic]¶¶The middle part of the concatenated transformation, from geocentric to geocentric, is usually described as a simplified 7-parameter Helmert transformation, expressed in matrix form with 7 parameters, in what is known as the ""Bursa-Wolf"" formula:¶¶   (Xt)             (  1       -Rz    +Ry)      (Xs)     (dX)¶   (Yt)  =  M *  ( +Rz      1      -Rx)  *  (Ys)  + (dY)¶   (Zt)              ( -Ry   +Rx       1 )      (Zs)      (dZ)¶¶The parameters are commonly referred to defining the transformation ""from source coordinate reference system to target coordinate reference system"", whereby (Xs, Ys, Zs) are the coordinates of the point in the source geocentric coordinate reference system and (Xt, Yt, Zt) are the coordinates of the point in the target geocentric coordinate reference system.  But that does not define the parameters uniquely; neither is the definition of the parameters implied in the formula, as is often believed.  However, the following definition, which is consistent with the Position Vector Transformation convention is common E&P survey practice, ¶¶(dX, dY, dZ)   :Translation vector, to be added to the point's position vector in the source coordinate reference system in order to transform from source system to target system; also: the coordinates of the origin of the source coordinate reference system in the target coordinate reference system.¶¶(Rx, Ry, Rz)   :Rotations to be applied to the point's vector.  The sign convention is such that a positive rotation about an axis is defined as a clockwise rotation of the position vector when viewed from the origin of the Cartesian coordinate reference system in the positive direction of that axis; e.g. a positive rotation about the Z-axis only from source system to target system will result in a larger longitude value for the point in the target system.  Although rotation angles may be quoted in any angular unit of measure, the formula as given here requires the angles to be provided in radians.¶¶M                  :The scale correction to be made to the position vector in the source coordinate reference system in order to obtain the correct scale in the target coordinate reference system. M = (1 + dS*10^-6), where dS is the scale correction expressed in parts per million. ¶¶<<<<<This text continues in the description of the Coordinate Frame Rotation formula>>>>>","Input point: ¶Coordinate reference system: WGS 72 (geographic 3D)¶  Latitude =   55 deg 00 min 00 sec N¶  Longitude =  4 deg 00 min 00 sec E¶  Ellipsoidal height =  0 m¶¶This transforms to Cartesian geocentric coords:¶    X = 3 657 660.66 (m)  ¶    Y =    255 768.55 (m)¶    Z = 5 201 382.11 (m)¶¶Transformation parameters WGS 72 to WGS 84:¶   dX (m) = 0.000 ¶   dY (m) = 0.000 ¶   dZ (m) = +4.5¶   RX ("") = 0.000 = 0.0 radians¶   RY ("") = 0.000 = 0.0 radians¶   RZ ("") = +0.554 = 0.000002685868 radians¶   Scale (ppm) = +0.219¶¶Application of the 7 parameter Position Vector Transformation results in WGS 84 coordinates of:¶   X = 3 657 660.78 (m)¶   Y =    255 778.43 (m)¶   Z = 5 201 387.75 (m)¶¶This converts into:¶   Latitude =   55 deg 00 min 00.090 sec N¶   Longitude =  4 deg 00 min 00.554 sec E¶   Ellipsoidal height =  +3.22 m¶on the WGS 84 geographic 3D coordinate reference system.",Note the analogy with the Coordinate Frame Rotation (code 9607) but beware of the differences!  The Position Vector convention is used by IAG and recommended by ISO 19111.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,1996-09-18,1998.160,0
9607,Coordinate Frame rotation,1,"<<<<<This text is continued from the description of the Position Vector Transformation formula>>>>>¶¶Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶Although being common practice particularly in the European E&P industry, the Position Vector Transformation sign convention is not universally accepted.  A variation on this formula is also used, particularly in the USA E&P industry.  That formula is based on the same definition of translation and scale parameters, but a different definition of the rotation parameters.  The associated convention is known as the ""Coordinate Frame Rotation"" convention (EPSG coordinate operation method code 9607). ¶The formula is:¶¶   (X)             (  1      +Rz      -Ry)     (X)      (dX)¶   (Y)  =  M *  ( -Rz       1      +Rx)  * (Y)  +  (dY)¶   (Z)              ( +Ry   -Rx        1 )     (Z)       (dZ)¶¶and the parameters are defined as:¶¶(dX, dY, dZ)   : Translation vector, to be added to the point's position vector in the source coordinate reference system in order to transform from source coordinate reference system to target coordinate reference system; also: the coordinates of the origin of source coordinate reference system in the target frame.¶¶(Rx, Ry, Rz)   : Rotations to be applied to the coordinate reference frame.  The sign convention is such that a positive rotation of the frame about an axis is defined as a clockwise rotation of the coordinate reference frame when viewed from the origin of the Cartesian coordinate reference system in the positive direction of that axis, that is a positive rotation about the Z-axis only from source coordinate reference system to target coordinate reference system will result in a smaller longitude value for the point in the target coordinate reference system. Although rotation angles may be quoted in any angular unit of measure, the formula as given here requires the angles to be provided in radians.¶¶M                  : The scale factor to be applied to the position vector in the source coordinate reference system  in order to obtain the correct scale of the target coordinate reference system. M = (1+dS*10^-6), where dS is the scale correction expressed in parts per million.¶¶In the absence of rotations the two formulas are identical; the difference is solely in the rotations. The name of the second method reflects this.¶¶Note that the same rotation that is defined as positive in the first method is consequently negative in the second and vice versa.  It is therefore crucial that the convention underlying the definition of the rotation parameters is clearly understood and is communicated when exchanging datum transformation parameters, so that the parameters may be associated with the correct coordinate transformation method (algorithm).","The same example as for the Position Vector Transformation (coordinate operation method 9606) can be calculated, however the following transformation parameters have to be applied to achieve the same input and output in terms of coordinate values:¶¶Transformation parameters Coordinate Frame Rotation convention:¶dX (m) = 0.000 ¶dY (m) = 0.000 ¶dZ (m) = +4.5 ¶RX ("") = 0.000¶RY ("") = 0.000¶RZ ("") = -0.554 = -0.000002685868 radians¶Scale (ppm) = +0.219¶¶Please note that only the rotation has changed sign as compared to the Position Vector Transformation.",Note the analogy with the Position Vector transformation (code 9606) but beware of the differences!  The Position Vector convention is used by IAG and recommended by ISO 19111.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2004-03-17,2004.141,0
9613,NADCON,1,"The latitude and longitude offsets at a point are derived by interpolation within the gridded data. Separate grid files are given for latitude and longitude offsets. The grid file format is given in documentation available from the information source. Bi-linear interpolation is used to derive the offset values. For the forward calculation the interpolated value of the offset is then added to the source CRS coordinate value to give the coordinates in the target CRS.¶¶Reversibility¶Iteration is required for the reverse transformation. The coordinate reference system for the coordinates of the grid nodes is the source coordinate reference system for the forward transformation. Then in forward transformations the offset is obtained through straightforward interpolation of the grid file. But for the reverse transformation the first grid interpolation entry will be the value of the point in the second coordinate reference system, the offsets are interpolated and applied with sign reversed, and the result used in further iterations of interpolation and application of offset until the difference between results from successive iterations is insignificant.",(none),Geodetic transformation operating on geographic coordinate differences by bi-linear interpolation.  Input expects longitudes to be positive west.,US Coast and geodetic Survey - http://www.ngs.noaa.gov,OGP,2008-04-11,2004.190 2008.027,0
9614,NTv1,1,"The latitude and longitude offsets at a point are derived by interpolation within the gridded data. One grid file contains both latitude and longitude offsets. The grid file format is given in documentation available from the information source. Bi-linear interpolation is used to derive the offset values. For the forward calculation the interpolated value of the offset is then added to the source CRS coordinate value to give the coordinates in the target CRS.¶¶Reversibility¶Iteration is required for the reverse transformation. The coordinate reference system for the coordinates of the grid nodes is the source coordinate reference system for the forward transformation. Then in forward transformations the offset is obtained through straightforward interpolation of the grid file. But for the reverse transformation the first grid interpolation entry will be the value of the point in the second coordinate reference system, the offsets are interpolated and applied with sign reversed, and the result used in further iterations of interpolation and application of offset until the difference between results from successive iterations is insignificant.",(none),Geodetic transformation operating on geographic coordinate differences by bi-linear interpolation. Superseded in 1997 by NTv2 (transformation method code 9615).  Input expects longitudes to be positive west.,Geomatics Canada - Geodetic Survey Division.,OGP,2008-04-11,2004.190 2008.027,0
9615,NTv2,1,"The latitude and longitude offsets at a point are derived by interpolation within the gridded data. One grid file contains both latitude and longitude offsets. The grid file format is given in documentation available from the information source. Bi-linear interpolation is used to derive the offset values. For the forward calculation the interpolated value of the offset is then added to the source CRS coordinate value to give the coordinates in the target CRS.¶¶Reversibility¶Iteration is required for the reverse transformation. The coordinate reference system for the coordinates of the grid nodes is the source coordinate reference system for the forward transformation. Then in forward transformations the offset is obtained through straightforward interpolation of the grid file. But for the reverse transformation the first grid interpolation entry will be the value of the point in the second coordinate reference system, the offsets are interpolated and applied with sign reversed, and the result used in further iterations of interpolation and application of offset until the difference between results from successive iterations is insignificant.",(none),Geodetic transformation operating on geographic coordinate differences by bi-linear interpolation.  Supersedes  NTv1 (transformation method code 9614).  Input expects longitudes to be positive west.,"Geomatics Canada - Geodetic Survey Division, http://www.geod.nrcan.gc.ca/.  Also GDAit software documentation from University of Melbourne Geomatics Department, http://www.sli.unimelb.edu.au/gda94/.",OGP,2008-04-11,2004.190 2008.027,0
9616,Vertical Offset,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶A vertical offset allows calculation of coordinates in the target vertical coordinate reference system by adding a correction parameter A to the coordinate values of the point in the source system:¶X2 = X1 + A1>2¶where¶X2 = value in the forward target vertical coordinate reference system.¶X1 = value in the forward source vertical coordinate reference system.¶A1>2 is the offset to be applied for the transformation from CRS 1 to CRS 2. Its value for the forward calculation is the value of the origin of the source CRS 1 in the target CRS 2.¶¶For the reverse transformation from CRS 2 to CRS 1 the same formula is used but with the sign of the offset A1>2 reversed:¶	X1 = X2 + (A1>2)¶¶Change of axis direction¶The above formulas apply only when the positive direction of the axis of each CRS is the same. If there is a requirement to transform heights in the source CRS to depths in the target CRS or to transform depths in the source CRS to heights in the target CRS, the formulas must be modified to:¶for the forward transformation:       X2 = mX1 + A1>2¶for the reverse transformation:        X1 = m[X2 + (A1>2)]¶where m is a direction modifier,¶m = p1 * p2 ¶and¶	p1 indicates the positive direction of the CRS 1 axis; p1 = +1 if up, -1 if down;.¶	p2 indicates the positive direction of the CRS 2 axis; p2 = +1 if up, -1 if down¶These modified formulas remain valid whether or not there is a change in axis direction.¶¶Change of unit¶A further modification allows for source CRS axis, target CRS axis or offset to be in different units giving the general formulas:¶for the forward transformation:       X2 = {(p1 * p2) * (X1 * U1) + (A1>2 * UA)} / U2¶for the reverse transformation:        X1 = {(p1 * p2) * [(X2 * U2) + (A1>2 * UA)]} / U1¶¶where U1 U2 and UA are unit conversion ratios for the two systems and the offset value respectively. U = [(factor b) / (factor c)] from the EPSG Dataset Unit of Measure table, populated with respect to the linear base unit, metre. U has a value of 0.3048 for the international foot.",(none),This transformation allows calculation of height (or depth) in the target system by adding the parameter value to the height (or depth)-value of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2008-04-11,1999.790 2008.010,0
9617,Madrid to ED50 polynomial,0,Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶The polynomial expressions are:¶¶      dLat seconds = A0 + (A1*lat) + (A2*lon) + (A3*H)¶      dLon seconds = B00 + B0 + (B1*lat) + (B2*lon) + (B3*H)¶¶where latitude lat and longitude lon are in decimal degrees referred to the Madrid 1870 (Madrid) geographic coordinate reference system and H is gravity-related height in metres.  B00 is the longitude (in seconds) of the Madrid meridian measured from the Greenwich meridian; it is the value to be applied to a longitude relative to the Madrid meridian to transform it to a longitude relative to the Greenwich meridan.¶¶The results of these expressions are applied through the formulae:¶Lat(ED50) = Lat(M1870(M))  + dLat¶and Lon(ED50) = Lon(M1870(M))  + dLon.,"Input point coordinate system: Madrid 1870 (Madrid) (geographic 3D)¶   Latitude    =  42 deg 38 min 52.77 sec N ¶                    = 42.647992 degrees¶   Longitude  =    3 deg 39 min 34.57 sec E of Madrid¶                     = +3.659603 degrees from the Madrid meridian.¶   Height        =  0 m¶¶For the north zone transformation:¶A1 = 11.328779¶A2 = -0.1674¶A3 = -0.03852¶A4 = 0.0000379¶B0 = -13276.58¶B1 = 2.5079425¶B2 = 0.8352¶B3 = -0.00864¶B4 = -0.0000038¶¶dLat = +4.05 seconds¶¶Then ED50 latitude = 42 deg 38 min 52.77 sec N + 4.05sec¶                               = 42 deg 38 min 56.82 sec N¶¶
dLon = -13238.484 seconds  = -3 deg 40 min 38.484 sec¶¶Then ED50 longitude = 3 deg 39 min 34.57 sec E - 3 deg 40 min 38.484 sec¶                                  = 0 deg 01 min 03.914 sec W of Greenwich.",,"EPSG guidance note #7-2, http://www.epsg.org, after Institut de Geomatica; Barcelona.",OGP,2006-10-30,1999.284 1999.820 1999.640 2006.910,0
9618,Geographic2D with Height Offsets,1,Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶Lat_T = Lat_S + latitude_offset ¶Lon_T = Lon_S + longitude_offset ¶EllipsoidHeight_T = GravityHeight_S + gravity-related_to_ellipsoid_height_offset.,(none),This transformation allows calculation of coordinates in the target system by adding the parameter value to the coordinate values of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2004-04-27,1999.790 2004.330,0
9619,Geographic2D offsets,1,Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶Lat_T = Lat_S + latitude_offset ¶Lon_T = Lon_S + longitude_offset.,"A position with coordinates of 38°08'36.565""N, 23°48'16.235""E referenced to the old Greek geographic 2D coordinate reference system (EPSG CRS code 4120) is to be transformed to the newer GGRS87 system (EPSG CRS code 4121). Transformation parameters from Greek to GGRS87 are:¶dLat	=	-5.86""¶dLon	=	+0.28""¶¶Then Lat(GGRS87) 	 =	38°08'3656 5"" N		(5.8 6"")	 =	38°08'30.705""N¶and Lon(GGRS87) 	=	23°48'16.23  5""E	+	0. 28""	 =	23°48'16.515""E¶¶For the reverse transformation for the same point, ¶Lat(GREEK) 	 =	38°08'30.705  "" N	+	5. 86""  	 =	38°08'36.565""N¶Lon(GREEK) 	 =	23°48'16.515"" E 	 +	(-0. 28 "")	 =	23°48'16.235""E",This transformation allows calculation of coordinates in the target system by adding the parameter value to the coordinate values of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2004-04-27,1999.790 2004.330,0
9620,Norway Offshore Interpolation,0,See information source.,(none),"Although in principle this method is not reversible, in practice reversibility is better than 10 cm. For the applications for which it was designed it may be considered reversible.","Norwegian Mapping Authority note of 13-Feb-1991 ""Om Transformasjon mellom Geodetiske Datum i Norge"".",OGP,2005-05-21,2005.230,0
9621,Similarity transformation,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶The similarity transformation in algebraic form is:¶¶XT = XT0  + XS * M * cos q  + YS * M * sin q¶YT = YT0   XS * M * sin q  + YS * M * cos q¶¶where:¶XT0 , YT0    =   the coordinates of the origin point of the source coordinate reference system expressed in the target coordinate reference system;¶M                 =  the length of one unit in the source coordinate reference system expressed in units of the target coordinate reference system;¶q                  = the angle about which the axes of the source coordinate reference system need to be rotated to coincide with the axes of the target coordinate reference system, counter-clockwise being positive. Alternatively, the bearing of the source coordinate reference system Y-axis measured relative to target coordinate reference system north.¶¶The similarity transformation can also be described as a special case of the parametric affine transformation where coefficients A1 = B2  and  A2 =  - B1.¶¶Reversibility¶The reverse formula for the Similarity Transformation is:¶¶XS = [(XT   XTO) * cos q     (YT  YTO) * sin q ] / [M ]¶YS = [(XT    XTO) * sin q   +  (YT  YTO) * cos q] / [M ]","Tombak LNG Plant Grid to Nakhl-e Ghanem / UTM zone 39N¶¶Parameters of the Similarity Transformation:¶XTO 	=	  611267.2865 metres¶YTO 	= =	3046565.8255 metres¶M 	= 0.9997728332¶q 	= 315 degrees¶¶Forward computation for plant grid coordinates x (= XS) = 20000m, y (= YS) = 10000m:¶¶XT 	= UTM E 	= 611267.2865 + 14138.9230 + (-7069.4615)¶			= 618336.748 m¶¶YT	= UTM N	= 3046565.8255  (14138.9230) + 7069.4615¶		= 3067774.210 m¶¶Reverse computation for UTM coordinates 618336.748 m E, 3067774.210 m:¶¶Plant x	= [4998.8642  (14996.5925)] / 0.9997728332¶	= 20000.000 m¶¶Plant y	= [( 4998.8642) + 14996.5925)] / 0.9997728332¶	= 10000.000 m",Defined for two-dimensional coordinate systems.,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2005-08-26,2000.830 2004.670,0
9622,Affine orthogonal geometric transformation,0,"Note: These formulas have been transcribed from EPSG Guidance Note #7. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶XT = XT0   +   XS .  k . dSX . cos q   +   YS .  k .  dSY  . sin q¶YT = YT0      XS .  k .  dSX . sin q    +   YS .  k .  dSY  . cos q¶¶where:¶¶XT0 ,YT0  = the coordinates of the origin point of the source coordinate reference system, expressed in the target coordinate reference system;¶dSX , dSY  = the length of one unit of the source  axis, expressed in units of the target axis, for the X axes and the Y- axes respectively;¶k = point scale factor of the target coordinate reference system in a chosen reference point;¶q  = the angle through which the source coordinate reference system axes must be rotated to coincide with the target coordinate refderence system axes (counter-clockwise is positive). Alternatively, the bearing (clockwise positive) of the source coordinate reference system Y-axis measured relative to target coordinate reference system north.","Source coordinate system: imaginary 3D seismic acquisition bin grid.  The two axes are orthogonal, but the unit on the I-axis is 25 metres, whilst the unit on the J-axis is 12.5 metres.¶The target projected coordinate system is WGS 84 / UTM Zone 31N and the origin of the bin grid (centre of bin 0,0) is defined at E = 456781.0, N = 5836723.0.  The projected coordinate system point scale factor at the bin grid origin is 0.99984.¶The map grid bearing of the I and J axes are 110* and 20* respectively.  Thus the angle through which both the positive I and J axes need to be rotated to coincide with the positive Easting axis and Northing axis respectively is +20 degrees.¶¶Hence: ¶XT0 ,	=    456 781.0 m¶YT0	= 5 836 723.0 m¶dSX 	= 25¶dSY	= 12.5¶k 	= 0.99984¶q	= +20 degrees¶¶Forward calculation for centre of bin with coordinates: I = 300, J = 247:¶¶XT = Easting   = XT0   +   XS . k . dSX . cos q   +   YS . k . dSY  . sin q    = 464 855.62 m.¶¶YT = Northing = YT0      XS . k . dSX . sin q    +   YS . k . dSY  . cos q  = 5 837 055.90 m¶¶Reverse calculation for this point:¶XS = [( XT   XT0) . cos qY    (YT  YT0) . sin qY ] / [k . dSX  . cos (qX  qY)] = 230 bins¶¶YS = [(XT    XT0) . sin qX   +  (YT  YT0) . cos qX ] / [k . dSY . cos (qX  qY)]  = 162 bins",,"EPSG guidance note #7, http://www.epsg.org",OGP,2000-06-10,,1
9623,Affine geometric transformation,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.¶¶General case.¶¶The geometric representation of the affine transformation is:¶XT = XT0   +  XS * k * MX * cos qX   +  YS * k * MY * sin qY¶YT = YT0    XS * k * MX *  sin qX   +  YS * k * MY * cos qY ¶where:¶¶XT0 ,YT0  = the coordinates of the origin point of the source coordinate reference system, expressed in the target coordinate reference system;¶MX , MY  = the length of one unit of the source axis, expressed in units of the target axis, for the first and second source and target axis pairs respectively;¶qX , qY   = the angles about which the source coordinate reference system axes XS and YS must be rotated to coincide with the target coordinate reference system axes XT and YT respectively (counter-clockwise being positive).¶k = point scale factor of the target coordinate reference system in a chosen reference point;¶ ¶Comparing the algebraic representation with the parameters of the parameteric form (code 9624) it can be seen that the parametric and geometric forms of the affine transformation are related as follows:¶A0  =  XT0¶A1  = k * MX * cos qX  ¶A2  = k * MY * sin qY¶B0  =  YT0¶B1  =    k * MX * sin qX¶B2  =   k *MY * cos qY¶¶Reversibility¶For the Affine Geometric Transformation, the reverse operation can be described by a different formula, as shown below, in which the same parameter values as the forward transformation may be used:¶¶XS = [( XT   XT0) . cos qY    (YT  YT0) . sin qY ] / [k * MX  * cos (qX  qY)]¶YS = [(XT    XT0) . sin qX   +  (YT  YT0) . cos qX ] / [k * MY * cos (qX  qY)]¶¶
Orthogonal case¶¶If the source coordinate reference system happens to have orthogonal axes, that is both axes are rotated through the same angle to bring them into the direction of the orthogonal target coordinate reference system axes, i.e. qX = qY = q, then the Affine Geometric Transformation can be simplified to:¶¶XT = XT0   +   XS .  k . MX . cos q   +   YS .  k .  MY  . sin q¶YT = YT0      XS .  k .  MX . sin q    +   YS .  k .  MY  . cos q¶¶where:¶q  = the angle through which the source coordinate reference system axes must be rotated to coincide with the target coordinate refderence system axes (counter-clockwise is positive). Alternatively, the bearing (clockwise positive) of the source coordinate reference system Y-axis measured relative to target coordinate reference system north.¶¶The reverse formulas of the general case can also be simplified by replacing qX and qY with q:¶¶XS = [(XT   XTO) * cos q     (YT  YTO) * sin q ] / [k * MX ]¶YS = [(XT    XTO) * sin q   +  (YT  YTO) * cos q] / [k * MY ]¶¶In the EPSG dataset this orthogonal case (code 9622) has been deprecated. The formulas for the general case should be used, inserting q for both qX  and qY. The case has been documented here as part of the progression through increasing constraints on the degrees of freedom between the general case and the Similarity Transformation.",(none),,"EPSG guidance note #7-2, http://www.epsg.org",OGP,2005-08-26,2004.670,0
