coord_op_code,coord_op_method_code,parameter_code,parameter_value,param_value_file_ref,uom_code
15684,9618,8604,37.3,,9001
15685,9618,8601,12.07,,9104
15685,9618,8602,-10.25,,9104
15685,9618,8604,37.3,,9001
15686,9618,8601,12,,9104
15686,9618,8602,-8.15,,9104
15686,9618,8604,32.1,,9001
15687,9618,8601,12.06,,9104
15687,9618,8602,-8.38,,9104
15687,9618,8604,31,,9001
15688,9618,8601,12.17,,9104
15688,9618,8602,-8.69,,9104
15688,9618,8604,30.3,,9001
15689,9618,8601,12.23,,9104
15689,9618,8602,-8.99,,9104
15689,9618,8604,31.7,,9001
15690,9618,8601,12.21,,9104
15690,9618,8602,-9.21,,9104
15690,9618,8604,34.3,,9001
15691,9618,8601,12.28,,9104
15691,9618,8602,-9.6,,9104
15691,9618,8604,33.3,,9001
15692,9618,8601,12.28,,9104
15692,9618,8602,-8.25,,9104
15692,9618,8604,31,,9001
15693,9618,8601,12.37,,9104
15693,9618,8602,-8.55,,9104
15693,9618,8604,29.1,,9001
15694,9618,8601,12.53,,9104
15694,9618,8602,-8.21,,9104
15694,9618,8604,31,,9001
15695,9618,8601,12.57,,9104
15695,9618,8602,-8.4,,9104
15695,9618,8604,28.4,,9001
15696,9618,8601,12.71,,9104
15696,9618,8602,-8.17,,9104
15696,9618,8604,29.9,,9001
15697,9618,8601,7.92,,9104
15697,9618,8602,-13.88,,9104
15697,9618,8604,26.1,,9001
15698,9606,8605,-0.0001,,9001
15698,9606,8606,0.0008,,9001
15698,9606,8607,0.0058,,9001
15698,9606,8608,0,,9104
15698,9606,8609,0,,9104
15698,9606,8610,0,,9104
15698,9606,8611,-0.0004,,9202
15699,9603,8605,-2,,9001
15699,9603,8606,124.7,,9001
15699,9603,8607,196,,9001
15700,9603,8605,283.8,,9001
15700,9603,8606,735.9,,9001
15700,9603,8607,261.1,,9001
15701,9603,8605,275.57,,9001
15701,9603,8606,676.78,,9001
15701,9603,8607,229.6,,9001
15702,9603,8605,278.9,,9001
15702,9603,8606,684.39,,9001
15702,9603,8607,226.05,,9001
15703,9603,8605,271.905,,9001
15703,9603,8606,669.593,,9001
15703,9603,8607,231.495,,9001
15704,9606,8605,230.25,,9001
15704,9606,8606,632.76,,9001
15704,9606,8607,161.03,,9001
15704,9606,8608,-1.114,,9104
15704,9606,8609,1.115,,9104
15704,9606,8610,1.212,,9104
15704,9606,8611,12.584,,9202
15705,9606,8605,-83.13,,9001
15705,9606,8606,-104.95,,9001
15705,9606,8607,114.63,,9001
15705,9606,8608,0,,9104
15705,9606,8609,0,,9104
15705,9606,8610,0.554,,9104
15705,9606,8611,0,,9202
15706,9603,8605,-93.6,,9001
15706,9603,8606,-83.7,,9001
15706,9603,8607,113.8,,9001
15707,9603,8605,-118.996,,9001
15707,9603,8606,-111.177,,9001
15707,9603,8607,-198.687,,9001
15708,9607,8605,-127.62,,9001
15708,9607,8606,-67.24,,9001
15708,9607,8607,-47.04,,9001
15708,9607,8608,3.068,,9104
15708,9607,8609,-4.903,,9104
15708,9607,8610,-1.578,,9104
15708,9607,8611,-1.06,,9202
15709,9603,8605,124.5,,9001
15709,9603,8606,-63.5,,9001
15709,9603,8607,-281,,9001
15710,9603,8605,-160,,9001
15710,9603,8606,315,,9001
15710,9603,8607,-142,,9001
15711,9603,8605,-158,,9001
15711,9603,8606,309,,9001
15711,9603,8607,-147,,9001
15712,9603,8605,-161,,9001
15712,9603,8606,310,,9001
15712,9603,8607,-145,,9001
15713,9603,8605,-133,,9001
15713,9603,8606,-321,,9001
15713,9603,8607,50,,9001
15714,9607,8605,-806.413,,9001
15714,9607,8606,-263.5,,9001
15714,9607,8607,-622.671,,9001
15714,9607,8608,6.018583e-05,,9101
15714,9607,8609,-1.450001e-05,,9101
15714,9607,8610,-0.0001892455,,9101
15714,9607,8611,-20.81616,,9202
15715,9607,8605,-806.413,,9001
15715,9607,8606,-263.5,,9001
15715,9607,8607,-622.671,,9001
15715,9607,8608,6.018583e-05,,9101
15715,9607,8609,-1.450001e-05,,9101
15715,9607,8610,-0.0001892455,,9101
15715,9607,8611,-20.81616,,9202
15716,9607,8605,100.783,,9001
15716,9607,8606,187.382,,9001
15716,9607,8607,-47,,9001
15716,9607,8608,-4.471839e-05,,9101
15716,9607,8609,1.175093e-05,,9101
15716,9607,8610,-4.027967e-05,,9101
15716,9607,8611,-13.56561,,9202
15717,9607,8605,100.783,,9001
15717,9607,8606,187.382,,9001
15717,9607,8607,-47,,9001
15717,9607,8608,-4.471839e-05,,9101
15717,9607,8609,1.175093e-05,,9101
15717,9607,8610,-4.027967e-05,,9101
15717,9607,8611,-13.56561,,9202
15718,9607,8605,336.026,,9001
15718,9607,8606,348.565,,9001
15718,9607,8607,252.978,,9001
15718,9607,8608,-8.358813e-05,,9101
15718,9607,8609,-3.057474e-05,,9101
15718,9607,8610,7.573031e-06,,9101
15718,9607,8611,-5.771909,,9202
15719,9607,8605,336.026,,9001
15719,9607,8606,348.565,,9001
15719,9607,8607,252.978,,9001
15719,9607,8608,-8.358813e-05,,9101
15719,9607,8609,-3.057474e-05,,9101
15719,9607,8610,7.573031e-06,,9101
15719,9607,8611,-5.771909,,9202
15720,9607,8605,963.273,,9001
15720,9607,8606,486.386,,9001
15720,9607,8607,190.997,,9001
15720,9607,8608,-7.992171e-05,,9101
15720,9607,8609,-8.090696e-06,,9101
15720,9607,8610,0.0001051699,,9101
15720,9607,8611,-13.89914,,9202
15721,9607,8605,963.273,,9001
15721,9607,8606,486.386,,9001
15721,9607,8607,190.997,,9001
15721,9607,8608,-7.992171e-05,,9101
15721,9607,8609,-8.090696e-06,,9101
15721,9607,8610,0.0001051699,,9101
15721,9607,8611,-13.89914,,9202
15722,9607,8605,-90.29,,9001
15722,9607,8606,247.559,,9001
15722,9607,8607,-21.989,,9001
15722,9607,8608,-4.216369e-05,,9101
15722,9607,8609,-2.030416e-05,,9101
15722,9607,8610,-6.209623e-05,,9101
15722,9607,8611,2.181658,,9202
15723,9607,8605,-90.29,,9001
15723,9607,8606,247.559,,9001
15723,9607,8607,-21.989,,9001
15723,9607,8608,-4.216369e-05,,9101
15723,9607,8609,-2.030416e-05,,9101
15723,9607,8610,-6.209623e-05,,9101
15723,9607,8611,2.181658,,9202
15724,9607,8605,-0.562,,9001
15724,9607,8606,244.299,,9001
15724,9607,8607,-456.938,,9001
15724,9607,8608,3.329153e-05,,9101
15724,9607,8609,-4.001009e-05,,9101
15724,9607,8610,-4.507206e-05,,9101
15724,9607,8611,3.74656,,9202
15725,9607,8605,-0.562,,9001
15725,9607,8606,244.299,,9001
15725,9607,8607,-456.938,,9001
15725,9607,8608,3.329153e-05,,9101
15725,9607,8609,-4.001009e-05,,9101
15725,9607,8610,-4.507206e-05,,9101
15725,9607,8611,3.74656,,9202
15726,9607,8605,-305.356,,9001
15726,9607,8606,222.004,,9001
15726,9607,8607,-30.023,,9001
15726,9607,8608,-4.698084e-05,,9101
15726,9607,8609,5.003123e-06,,9101
15726,9607,8610,-9.578655e-05,,9101
15726,9607,8611,6.325747,,9202
15727,9607,8605,-305.356,,9001
15727,9607,8606,222.004,,9001
15727,9607,8607,-30.023,,9001
15727,9607,8608,-4.698084e-05,,9101
15727,9607,8609,5.003123e-06,,9101
15727,9607,8610,-9.578655e-05,,9101
15727,9607,8611,6.325747,,9202
15728,9607,8605,221.899,,9001
15728,9607,8606,274.136,,9001
15728,9607,8607,-397.554,,9001
15728,9607,8608,1.361573e-05,,9101
15728,9607,8609,-2.174431e-06,,9101
15728,9607,8610,-1.36241e-05,,9101
15728,9607,8611,-2.199943,,9202
15729,9607,8605,221.899,,9001
15729,9607,8606,274.136,,9001
15729,9607,8607,-397.554,,9001
15729,9607,8608,1.361573e-05,,9101
15729,9607,8609,-2.174431e-06,,9101
15729,9607,8610,-1.36241e-05,,9101
15729,9607,8611,-2.199943,,9202
15730,9636,8605,300.449,,9001
15730,9636,8606,293.757,,9001
15730,9636,8607,-317.306,,9001
15730,9636,8608,6.018581e-05,,9101
15730,9636,8609,-1.450002e-05,,9101
15730,9636,8610,-0.0001892455,,9101
15730,9636,8611,-20.81615,,9202
15730,9636,8617,1891881.173,,9001
15730,9636,8618,-5961263.267,,9001
15730,9636,8667,1248403.057,,9001
15731,9636,8605,308.833,,9001
15731,9636,8606,282.519,,9001
15731,9636,8607,-314.571,,9001
15731,9636,8608,-4.471845e-05,,9101
15731,9636,8609,1.175087e-05,,9101
15731,9636,8610,-4.027981e-05,,9101
15731,9636,8611,-13.56561,,9202
15731,9636,8617,1625036.59,,9001
15731,9636,8618,-6054644.061,,9001
15731,9636,8667,1172969.151,,9001
15732,9636,8605,311.118,,9001
15732,9636,8606,289.167,,9001
15732,9636,8607,-310.641,,9001
15732,9636,8608,-8.358815e-05,,9101
15732,9636,8609,-3.057474e-05,,9101
15732,9636,8610,7.573043e-06,,9101
15732,9636,8611,-5.771882,,9202
15732,9636,8617,1555622.801,,9001
15732,9636,8618,-6105353.313,,9001
15732,9636,8667,991255.656,,9001
15733,9636,8605,306.666,,9001
15733,9636,8606,315.063,,9001
15733,9636,8607,-318.837,,9001
15733,9636,8608,-7.992173e-05,,9101
15733,9636,8609,-8.090698e-06,,9101
15733,9636,8610,0.0001051699,,9101
15733,9636,8611,-13.89912,,9202
15733,9636,8617,1845222.398,,9001
15733,9636,8618,-6058604.495,,9001
15733,9636,8667,769132.398,,9001
15734,9636,8605,307.871,,9001
15734,9636,8606,305.803,,9001
15734,9636,8607,-311.992,,9001
15734,9636,8608,-4.216368e-05,,9101
15734,9636,8609,-2.030416e-05,,9101
15734,9636,8610,-6.209624e-05,,9101
15734,9636,8611,2.181655,,9202
15734,9636,8617,1594396.206,,9001
15734,9636,8618,-6143812.398,,9001
15734,9636,8667,648855.829,,9001
15735,9636,8605,302.934,,9001
15735,9636,8606,307.805,,9001
15735,9636,8607,-312.121,,9001
15735,9636,8608,3.329153e-05,,9101
15735,9636,8609,-4.001009e-05,,9101
15735,9636,8610,-4.507205e-05,,9101
15735,9636,8611,3.746562,,9202
15735,9636,8617,1558280.49,,9001
15735,9636,8618,-6167355.092,,9001
15735,9636,8667,491954.219,,9001
15736,9636,8605,295.282,,9001
15736,9636,8606,321.293,,9001
15736,9636,8607,-311.001,,9001
15736,9636,8608,-4.698084e-05,,9101
15736,9636,8609,5.003127e-06,,9101
15736,9636,8610,-9.578653e-05,,9101
15736,9636,8611,6.325744,,9202
15736,9636,8617,1564000.62,,9001
15736,9636,8618,-6180004.879,,9001
15736,9636,8667,243257.955,,9001
15737,9636,8605,302.529,,9001
15737,9636,8606,317.979,,9001
15737,9636,8607,-319.08,,9001
15737,9636,8608,1.361566e-05,,9101
15737,9636,8609,-2.174456e-06,,9101
15737,9636,8610,-1.362418e-05,,9101
15737,9636,8611,-2.199976,,9202
15737,9636,8617,1738580.767,,9001
15737,9636,8618,-6120500.388,,9001
15737,9636,8667,491473.306,,9001
15738,9603,8605,0,,9001
15738,9603,8606,0,,9001
15738,9603,8607,0,,9001
15739,9607,8605,565.2369,,9001
15739,9607,8606,50.0087,,9001
15739,9607,8607,465.658,,9001
15739,9607,8608,1.9725,,9109
15739,9607,8609,-1.7004,,9109
15739,9607,8610,9.0677,,9109
15739,9607,8611,4.0812,,9202
15740,9636,8605,593.0297,,9001
15740,9636,8606,26.0038,,9001
15740,9636,8607,478.7534,,9001
15740,9636,8608,1.9725,,9109
15740,9636,8609,-1.7004,,9109
15740,9636,8610,9.0677,,9109
15740,9636,8611,4.0812,,9202
15740,9636,8617,3903453.1482,,9001
15740,9636,8618,368135.3134,,9001
15740,9636,8667,5012970.3051,,9001
15741,9603,8605,-187.5,,9001
15741,9603,8606,14.1,,9001
15741,9603,8607,237.6,,9001
15742,9603,8605,-190.421,,9001
15742,9603,8606,8.532,,9001
15742,9603,8607,238.69,,9001
15743,9606,8605,-83.58,,9001
15743,9606,8606,-397.54,,9001
15743,9606,8607,458.78,,9001
15743,9606,8608,-17.595,,9104
15743,9606,8609,-2.847,,9104
15743,9606,8610,4.256,,9104
15743,9606,8611,3.225,,9202
15744,9666,8733,1,,9208
15744,9666,8734,1,,9209
15744,9666,8735,456781,,9001
15744,9666,8736,5836723,,9001
15744,9666,8737,0.99984,,9201
15744,9666,8738,25,,9001
15744,9666,8739,12.5,,9001
15744,9666,8740,20,,9102
15744,9666,8741,1,,
15744,9666,8742,1,,
15745,9603,8605,-123.02,,9001
15745,9603,8606,-158.95,,9001
15745,9603,8607,-168.47,,9001
15746,9603,8605,0,,9001
15746,9603,8606,-0.15,,9001
15746,9603,8607,0.68,,9001
15747,9621,8611,0.9997728332,,9201
15747,9621,8614,315,,9102
15747,9621,8621,611267.2865,,9001
15747,9621,8622,3046565.8255,,9001
15748,9607,8605,-106.8686,,9001
15748,9607,8606,52.2978,,9001
15748,9607,8607,-103.7239,,9001
15748,9607,8608,-0.3366,,9104
15748,9607,8609,0.457,,9104
15748,9607,8610,-1.8422,,9104
15748,9607,8611,1.2747,,9202
15749,9607,8605,-106.8686,,9001
15749,9607,8606,52.2978,,9001
15749,9607,8607,-103.7239,,9001
15749,9607,8608,-0.3366,,9104
15749,9607,8609,0.457,,9104
15749,9607,8610,-1.8422,,9104
15749,9607,8611,1.2747,,9202
15750,9603,8605,-7,,9001
15750,9603,8606,215,,9001
15750,9603,8607,225,,9001
15751,9603,8605,94,,9001
15751,9603,8606,-948,,9001
15751,9603,8607,-1262,,9001
15752,9603,8605,-86,,9001
15752,9603,8606,-98,,9001
15752,9603,8607,-119,,9001
15753,9651,8617,55,,9102
15753,9651,8618,0,,9102
15753,9651,8623,-5.56098e-06,,9203
15753,9651,8632,5.68797e-08,,9203
15753,9651,8633,-2.32217e-09,,9203
15753,9651,8634,-7.69931e-09,,9203
15753,9651,8635,-7.86953e-09,,9203
15753,9651,8636,-6.12216e-09,,9203
15753,9651,8637,-4.01382e-09,,9203
15753,9651,8639,1.48944e-05,,9203
15753,9651,8643,1.5226e-06,,9203
15753,9651,8644,9.10592e-07,,9203
15753,9651,8645,-3.68241e-07,,9203
15753,9651,8646,-8.51732e-07,,9203
15753,9651,8647,-5.66713e-07,,9203
15753,9651,8648,-1.85188e-07,,9203
15753,9651,8649,2.84312e-08,,9203
15753,9651,8650,6.84853e-08,,9203
15753,9651,8651,5.00828e-08,,9203
15753,9651,8652,4.15937e-08,,9203
15753,9651,8653,7.62236e-09,,9203
15753,9651,8696,1,,9201
15753,9651,8716,-1.55391e-06,,9203
15753,9651,8717,-4.0262e-07,,9203
15753,9651,8718,-5.09693e-07,,9203
15753,9651,8719,-8.19775e-07,,9203
15753,9651,8720,-2.47592e-07,,9203
15753,9651,8721,1.36682e-07,,9203
15753,9651,8722,1.86198e-07,,9203
15753,9651,8723,1.2335e-07,,9203
15753,9651,8724,2.68191e-06,,9203
15753,9651,8725,2.4529e-06,,9203
15753,9651,8726,2.944e-07,,9203
15754,9603,8605,-158,,9001
15754,9603,8606,315,,9001
15754,9603,8607,-148,,9001
15755,9603,8605,-90.2,,9001
15755,9603,8606,-87.32,,9001
15755,9603,8607,114.17,,9001
15756,9607,8605,221.525,,9001
15756,9607,8606,152.948,,9001
15756,9607,8607,176.768,,9001
15756,9607,8608,2.3847,,9104
15756,9607,8609,1.3896,,9104
15756,9607,8610,0.877,,9104
15756,9607,8611,11.4741,,9202
15757,9607,8605,215.525,,9001
15757,9607,8606,149.593,,9001
15757,9607,8607,176.229,,9001
15757,9607,8608,3.2624,,9104
15757,9607,8609,1.692,,9104
15757,9607,8610,1.1571,,9104
15757,9607,8611,10.4773,,9202
15758,9607,8605,72.438,,9001
15758,9607,8606,345.918,,9001
15758,9607,8607,79.486,,9001
15758,9607,8608,-1.6045,,9104
15758,9607,8609,-0.8823,,9104
15758,9607,8610,-0.5565,,9104
15758,9607,8611,1.3746,,9202
15759,9603,8605,217.037,,9001
15759,9603,8606,86.959,,9001
15759,9603,8607,23.956,,9001
15760,9607,8605,347.103,,9001
15760,9607,8606,1078.125,,9001
15760,9607,8607,2623.922,,9001
15760,9607,8608,33.8875,,9104
15760,9607,8609,-70.6773,,9104
15760,9607,8610,9.3943,,9104
15760,9607,8611,186.074,,9202
15761,9607,8605,410.721,,9001
15761,9607,8606,55.049,,9001
15761,9607,8607,80.746,,9001
15761,9607,8608,-2.5779,,9104
15761,9607,8609,-2.3514,,9104
15761,9607,8610,-0.6664,,9104
15761,9607,8611,17.3311,,9202
15762,9607,8605,374.715,,9001
15762,9607,8606,-58.407,,9001
15762,9607,8607,-0.957,,9001
15762,9607,8608,-16.2111,,9104
15762,9607,8609,-11.4626,,9104
15762,9607,8610,-5.5357,,9104
15762,9607,8611,-0.5409,,9202
15763,9607,8605,165.732,,9001
15763,9607,8606,216.72,,9001
15763,9607,8607,180.505,,9001
15763,9607,8608,-0.6434,,9104
15763,9607,8609,-0.4512,,9104
15763,9607,8610,-0.0791,,9104
15763,9607,8611,7.4204,,9202
15764,9607,8605,1363.785,,9001
15764,9607,8606,1362.687,,9001
15764,9607,8607,398.811,,9001
15764,9607,8608,-4.5322,,9104
15764,9607,8609,-6.7579,,9104
15764,9607,8610,-1.0574,,9104
15764,9607,8611,268.361,,9202
15765,9607,8605,259.551,,9001
15765,9607,8606,297.612,,9001
15765,9607,8607,197.833,,9001
15765,9607,8608,1.4866,,9104
15765,9607,8609,2.1224,,9104
15765,9607,8610,0.4612,,9104
15765,9607,8611,27.0249,,9202
15766,9607,8605,0.072,,9001
15766,9607,8606,-0.507,,9001
15766,9607,8607,-0.245,,9001
15766,9607,8608,0.0183,,9104
15766,9607,8609,-0.0003,,9104
15766,9607,8610,0.007,,9104
15766,9607,8611,-0.0093,,9202
15767,9603,8605,0,,9001
15767,9603,8606,0,,9001
15767,9603,8607,0,,9001
15768,9607,8605,221.525,,9001
15768,9607,8606,152.948,,9001
15768,9607,8607,176.768,,9001
15768,9607,8608,2.3847,,9104
15768,9607,8609,1.3896,,9104
15768,9607,8610,0.877,,9104
15768,9607,8611,11.4741,,9202
15769,9607,8605,215.525,,9001
15769,9607,8606,149.593,,9001
15769,9607,8607,176.229,,9001
15769,9607,8608,3.2624,,9104
15769,9607,8609,1.692,,9104
15769,9607,8610,1.1571,,9104
15769,9607,8611,10.4773,,9202
15770,9607,8605,72.438,,9001
15770,9607,8606,345.918,,9001
15770,9607,8607,79.486,,9001
15770,9607,8608,-1.6045,,9104
15770,9607,8609,-0.8823,,9104
15770,9607,8610,-0.5565,,9104
15770,9607,8611,1.3746,,9202
15771,9603,8605,217.037,,9001
15771,9603,8606,86.959,,9001
15771,9603,8607,23.956,,9001
15772,9607,8605,347.103,,9001
15772,9607,8606,1078.125,,9001
15772,9607,8607,2623.922,,9001
15772,9607,8608,33.8875,,9104
15772,9607,8609,-70.6773,,9104
15772,9607,8610,9.3943,,9104
15772,9607,8611,186.074,,9202
15773,9607,8605,410.721,,9001
15773,9607,8606,55.049,,9001
15773,9607,8607,80.746,,9001
15773,9607,8608,-2.5779,,9104
15773,9607,8609,-2.3514,,9104
15773,9607,8610,-0.6664,,9104
15773,9607,8611,17.3311,,9202
15774,9607,8605,374.716,,9001
15774,9607,8606,-58.407,,9001
15774,9607,8607,-0.957,,9001
15774,9607,8608,-16.2111,,9104
15774,9607,8609,-11.4626,,9104
15774,9607,8610,-5.5357,,9104
15774,9607,8611,-0.5409,,9202
15775,9607,8605,165.732,,9001
15775,9607,8606,216.72,,9001
15775,9607,8607,180.505,,9001
15775,9607,8608,-0.6434,,9104
15775,9607,8609,-0.4512,,9104
15775,9607,8610,-0.0791,,9104
15775,9607,8611,7.4204,,9202
15776,9607,8605,1363.785,,9001
15776,9607,8606,1362.687,,9001
15776,9607,8607,398.811,,9001
15776,9607,8608,-4.5322,,9104
15776,9607,8609,-6.7579,,9104
15776,9607,8610,-1.0574,,9104
15776,9607,8611,268.361,,9202
15777,9607,8605,259.551,,9001
15777,9607,8606,297.612,,9001
15777,9607,8607,197.833,,9001
15777,9607,8608,1.4866,,9104
15777,9607,8609,2.1224,,9104
15777,9607,8610,0.4612,,9104
15777,9607,8611,27.0249,,9202
15778,9603,8605,-114.7,,9001
15778,9603,8606,-98.5,,9001
15778,9603,8607,-150.7,,9001
15779,9603,8605,283.7,,9001
15779,9603,8606,735.9,,9001
15779,9603,8607,261.1,,9001
15780,9603,8605,0,,9001
15780,9603,8606,0,,9001
15780,9603,8607,0,,9001
15781,9661,8666,,DIRACC.DMA,
15782,9603,8605,-148,,9001
15782,9603,8606,136,,9001
15782,9603,8607,90,,9001
15783,9603,8605,287,,9001
15783,9603,8606,178,,9001
15783,9603,8607,-136,,9001
15784,9603,8605,-770.1,,9001
15784,9603,8606,158.4,,9001
15784,9603,8607,-498.2,,9001
15785,9615,8656,,National 84 (02.07.01).gsb,
15786,9615,8656,,A66 National (13.09.01).gsb,
15787,9603,8605,-79.9,,9001
15787,9603,8606,-158,,9001
15787,9603,8607,-168.9,,9001
15788,9603,8605,-127.8,,9001
15788,9603,8606,-52.3,,9001
15788,9603,8607,152.9,,9001
15789,9603,8605,-128.5,,9001
15789,9603,8606,-53,,9001
15789,9603,8607,153.4,,9001
15790,9603,8605,-255,,9001
15790,9603,8606,-29,,9001
15790,9603,8607,-105,,9001
15791,9603,8605,-259.99,,9001
15791,9603,8606,-5.28,,9001
15791,9603,8607,-97.09,,9001
15792,9603,8605,-123,,9001
15792,9603,8606,98,,9001
15792,9603,8607,2,,9001
15793,9603,8605,31.95,,9001
15793,9603,8606,300.99,,9001
15793,9603,8607,419.19,,9001
15794,9603,8605,-491,,9001
15794,9603,8606,-22,,9001
15794,9603,8607,435,,9001
15795,9603,8605,114,,9001
15795,9603,8606,-116,,9001
15795,9603,8607,-333,,9001
15796,9603,8605,145,,9001
15796,9603,8606,75,,9001
15796,9603,8607,-272,,9001
15797,9603,8605,-205,,9001
15797,9603,8606,107,,9001
15797,9603,8607,53,,9001
15798,9603,8605,-320,,9001
15798,9603,8606,550,,9001
15798,9603,8607,-494,,9001
15799,9603,8605,124,,9001
15799,9603,8606,-234,,9001
15799,9603,8607,-25,,9001
15800,9603,8605,-79,,9001
15800,9603,8606,-129,,9001
15800,9603,8607,145,,9001
15801,9603,8605,-127,,9001
15801,9603,8606,-769,,9001
15801,9603,8607,472,,9001
15802,9603,8605,-104,,9001
15802,9603,8606,-129,,9001
15802,9603,8607,239,,9001
15803,9603,8605,298,,9001
15803,9603,8606,-304,,9001
15803,9603,8607,-375,,9001
15804,9603,8605,-2,,9001
15804,9603,8606,151,,9001
15804,9603,8607,181,,9001
15805,9603,8605,230,,9001
15805,9603,8606,-199,,9001
15805,9603,8607,-752,,9001
15806,9603,8605,211,,9001
15806,9603,8606,147,,9001
15806,9603,8607,111,,9001
15807,9603,8605,252,,9001
15807,9603,8606,-209,,9001
15807,9603,8607,-751,,9001
15808,9603,8605,208,,9001
15808,9603,8606,-435,,9001
15808,9603,8607,-229,,9001
15809,9603,8605,189,,9001
15809,9603,8606,-79,,9001
15809,9603,8607,-202,,9001
15810,9603,8605,647,,9001
15810,9603,8606,1777,,9001
15810,9603,8607,-1124,,9001
15811,9603,8605,-270,,9001
15811,9603,8606,13,,9001
15811,9603,8607,62,,9001
15812,9603,8605,260,,9001
15812,9603,8606,12,,9001
15812,9603,8607,-147,,9001
15813,9603,8605,-794,,9001
15813,9603,8606,119,,9001
15813,9603,8607,-298,,9001
15814,9603,8605,42,,9001
15814,9603,8606,124,,9001
15814,9603,8607,147,,9001
15815,9603,8605,-307,,9001
15815,9603,8606,-92,,9001
15815,9603,8607,127,,9001
15816,9603,8605,-632,,9001
15816,9603,8606,438,,9001
15816,9603,8607,-609,,9001
15817,9603,8605,912,,9001
15817,9603,8606,-58,,9001
15817,9603,8607,1227,,9001
15818,9603,8605,403,,9001
15818,9603,8606,-81,,9001
15818,9603,8607,277,,9001
15819,9603,8605,185,,9001
15819,9603,8606,165,,9001
15819,9603,8607,42,,9001
15820,9603,8605,170,,9001
15820,9603,8606,42,,9001
15820,9603,8607,84,,9001
15821,9603,8605,51,,9001
15821,9603,8606,391,,9001
15821,9603,8607,-36,,9001
15822,9603,8605,102,,9001
15822,9603,8606,52,,9001
15822,9603,8607,-38,,9001
15823,9603,8605,276,,9001
15823,9603,8606,-57,,9001
15823,9603,8607,149,,9001
15824,9603,8605,61,,9001
15824,9603,8606,-285,,9001
15824,9603,8607,-181,,9001
15825,9603,8605,89,,9001
15825,9603,8606,-279,,9001
15825,9603,8607,-183,,9001
15826,9603,8605,45,,9001
15826,9603,8606,-290,,9001
15826,9603,8607,-172,,9001
15827,9603,8605,65,,9001
15827,9603,8606,-290,,9001
15827,9603,8607,-190,,9001
15828,9603,8605,58,,9001
15828,9603,8606,-283,,9001
15828,9603,8607,-182,,9001
15829,9603,8605,44.4,,9001
15829,9603,8606,109,,9001
15829,9603,8607,151.7,,9001
15830,9603,8605,67.8,,9001
15830,9603,8606,106.1,,9001
15830,9603,8607,138.8,,9001
15831,9603,8605,0,,9001
15831,9603,8606,0,,9001
15831,9603,8607,0,,9001
15832,9607,8605,0.072,,9001
15832,9607,8606,-0.507,,9001
15832,9607,8607,-0.245,,9001
15832,9607,8608,0.0183,,9104
15832,9607,8609,-0.0003,,9104
15832,9607,8610,0.007,,9104
15832,9607,8611,-0.0093,,9202
15833,9603,8605,0,,9001
15833,9603,8606,0,,9001
15833,9603,8607,0,,9001
15834,9613,8657,,nchpgn.las,
15834,9613,8658,,nchpgn.los,
15835,9613,8657,,nchpgn.las,
15835,9613,8658,,nchpgn.los,
15836,9613,8657,,schpgn.las,
15836,9613,8658,,schpgn.los,
15837,9613,8657,,schpgn.las,
15837,9613,8658,,schpgn.los,
15838,9613,8657,,pahpgn.las,
15838,9613,8658,,pahpgn.los,
15839,9613,8657,,pahpgn.las,
15839,9613,8658,,pahpgn.los,
15840,9613,8657,,hawaii.las,
15840,9613,8658,,hawaii.los,
15841,9613,8657,,prvi.las,
15841,9613,8658,,prvi.los,
15842,9603,8605,-156,,9001
15842,9603,8606,-271,,9001
15842,9603,8607,-189,,9001
15843,9607,8605,0,,9001
15843,9607,8606,0,,9001
15843,9607,8607,1.5,,9001
15843,9607,8608,0,,9104
15843,9607,8609,0,,9104
15843,9607,8610,-0.076,,9104
15843,9607,8611,0,,9202
15844,9607,8605,25,,9001
15844,9607,8606,-141,,9001
15844,9607,8607,-80,,9001
15844,9607,8608,0,,9104
15844,9607,8609,-0.35,,9104
15844,9607,8610,-0.66,,9104
15844,9607,8611,0,,9202
15845,9603,8605,27.5,,9001
15845,9603,8606,14,,9001
15845,9603,8607,186.4,,9001
15846,9603,8605,-146.21,,9001
15846,9603,8606,112.63,,9001
15846,9603,8607,4.05,,9001
15847,9603,8605,253,,9001
15847,9603,8606,-132,,9001
15847,9603,8607,-127,,9001
15848,9603,8605,-13,,9001
15848,9603,8606,-348,,9001
15848,9603,8607,292,,9001
15849,9603,8605,-106,,9001
15849,9603,8606,-87,,9001
15849,9603,8607,188,,9001
15850,9603,8605,145,,9001
15850,9603,8606,-187,,9001
15850,9603,8607,103,,9001
15851,9613,8657,,conus.las,
15851,9613,8658,,conus.los,
15852,9603,8605,-3,,9001
15852,9603,8606,154,,9001
15852,9603,8607,177,,9001
15853,9603,8605,-7,,9001
15853,9603,8606,151,,9001
15853,9603,8607,175,,9001
15854,9603,8605,-7,,9001
15854,9603,8606,151,,9001
15854,9603,8607,178,,9001
15855,9603,8605,-8,,9001
15855,9603,8606,125,,9001
15855,9603,8607,190,,9001
15856,9603,8605,-7,,9001
15856,9603,8606,158,,9001
15856,9603,8607,172,,9001
15857,9624,8623,-532.876,,9001
15857,9624,8624,1.00017216658401,,9203
15857,9624,8625,9.029305555e-05,,9203
