"CHANGE_ID","REPORT_DATE","DATE_CLOSED","REPORTER","REQUEST","TABLES_AFFECTED","CODES_AFFECTED","COMMENT","ACTION"
99.26,1999-04-22 00:00:00,1999-04-22 00:00:00,Tim Smith; Conoco,Add Poland data,,,,Amended area of use for projCS 28403 28404 28463 and 28464.
99.29,1999-04-22 00:00:00,2000-03-07 00:00:00,EPSG,Amend reports to show DDDMMSSsss conventionally,,,,Implemented in v5 forms and reports.
99.27,1999-04-22 00:00:00,1999-05-24 00:00:00,Erik Havarstein; Statoil,Add offshore Norway 62-65 deg transformations,,,This covers area west of 5 deg E.  Area to east dependent upon onshore transformation - investigations ongoing. EPSG guidance note 7 updated for new projection method.,"Added trf_method 9620; non_poly tfm 1450, geof_tfm 8384."
99.02,1999-02-11 00:00:00,1999-04-22 00:00:00,Melita Kennedy; ESRI,Add Madrid 1870 (Greenwich),,,We have no evidence of the Madrid datum being used with the Greenwich meridian.  Transformations carried in the EPSG data to not require the presence of Madrid (Greenwich) datum.,None to data set.  Informed reporter.
99.06,1999-02-17 00:00:00,1999-04-22 00:00:00,Frank Warmerdam,Increase precision of pi from 2 decimal places,UOM_angle,,The database holds pi to a precision of 9 decimal places.  We believe the reporters problems are an artifact of Access exporting.  No change made to database tables.,Reporter informed.
99.07,1999-03-03 00:00:00,1999-04-22 00:00:00,EPSG,Add Oman horizontal and vertical data,,,,Added geod_datum 6134; geogCS 4134; projCS 3439 and 3440; non_poly transformations 1438 and 1439; geod_trf 8370 and 8371; vert_datum 5123 5124; vertCS 5724 5725.
99.08,1999-03-10 00:00:00,1999-10-20 00:00:00,Tim Magee; Maersk,Foot-metre conversion for Bangladesh,,,,See change request 97.23.
99.051,1999-03-22 00:00:00,1999-04-22 00:00:00,Simon-Pierre Cadieux; Concept Logic,Add new angle unit degree and decimal minutes,UOM_angle,,,Added angle unit code 9111.
99.1,1999-03-23 00:00:00,1999-04-22 00:00:00,Marc Beaudoin; Egypt Environmental Information Project,Add Egypt Blue Belt,Tfm_nonpoly  ProjCS,,"Some doubt about projection name as identical parameter values often encountered as ""Green Belt"".",Added non_poly transformation 18071 and projCS 22991.
99.11,1999-04-08 00:00:00,1999-04-22 00:00:00,Lars Nilsson; Satellitbild,Correct Swedish transformation,Trf_nonpoly  Trf_path,1281  8595,Previous parameter values of dX=-419.375; dY=-99.352; dZ=-591.349; rX=+0.850458; rY=+1.817245; rZ=-7.862245 and dS=+0.99496 were for ETRF89 to RR92/RT90.,Delete non_poly tfm 1281 (RT90 to WGS 84) and replace with 1437 (RT90 to ETRF89). Add geod_tfm 8380 (RT90 to ETRF89).  Amend tfm_path 8595/1 target from 4326 (WGS 84) to 4258 (ETRF89).  Add tfm_path 8595/2 (4258 to 4326).
99.09,1999-03-23 00:00:00,1999-04-22 00:00:00,EPSG,Add Israel data,,,,Added non_poly transformations 18201 and 18202; projCS 28191 and 28192.
98.321,1998-11-06 00:00:00,1999-04-22 00:00:00,Peter Laskowski; Intergraph,Increase ellipsoid parameter precision,Ellipsoid,7001-2  7004-6,5 decimal places in 1/f allows computation of semi-minor axis to better than 0.5mm.,Precision of 1/f increased from 5 decimal places to original publication precision.
99.12,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Amend NAD tfm for US,Trf_nonpoly,1308,,Reverse signs in parameter values of non-poly transformation 1308.
99.284,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change Spain polynomial transformation parameter order,Trf_method  Trf_poly,9617  1001-3,To enhance polynomial report aesthetics.,For trf_method 9617 (Spain polynomial) move trf parameters 1-9 to trf param 5-13 respectively. Thus coeff B moved from param 2 to param 6.  Make same change in trf_poly 1001-1003.
99.281,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change Lambert Conic (2SP) transformation parameter order,Trf_method  Trf_nonpoly,9802-3 and trf_nonpoly as given in action.,To enhance projCS report aesthetics by making consistent with other projection methods.  (Continued in change records 99.282 and 99.283 ...),For trf_methods 9802 and 9803 (Lambert Conic with 2SP) reverse trf parameters 1 & 3; reverse param 2 & 4. Thus lat/long of origin from param 3 & 4 to param 1 & 2 respectively and lat of 1st/2nd SP from param 1 & 2 to param 3 & 4. (Cont 99.282 & 99.283..)
99.282,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change Lambert Conic (2SP) transformation parameter order,Trf_method  Trf_nonpoly,9802-3 and trf_nonpoly as given in action.,(... continued from change record 99.281 and to 99.283 ...),(Cont from 99.281). In trf_non-poly reverse param 1/2 with 3/4 for all US SP using LCC2; Belgium and Estonia.  Codes affected: 10301-10630; 10903; 10933; 11401-11732; 11900-12032; 12111-12233; 12501-12630; 13104; 13134; 13200-13732; (Cont 99.283 …)
99.283,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change Lambert Conic (2SP) transformation parameter order,Trf_method  Trf_nonpoly,9802-3 and trf_nonpoly as given in action.,(... continued from change record 99.282).,(Cont from 99.282). Codes affected (cont): 13901-14333; 14501-14833; 15010; 15040; 15201-15230; 19901; 19902; 19938.
99.13,1999-04-22 00:00:00,1999-10-20 00:00:00,EPSG,Investigate transformations for Canada other than Quebec,,,Canada CSRS98 added for New Brunswick; other provincial systems will be added when they are made public.,See 99.61.
99.14,1999-04-22 00:00:00,1999-10-20 00:00:00,EPSG,Add US HARNS and transformations,,,,Add non_poly tfm 1474-1503; tfm_path 8819-8847 and 8860-89; geod_tfm 8419-8417 and 8460-89.
99.101,1999-04-22 00:00:00,2000-03-07 00:00:00,EPSG,Check Egypt datums,,,Some authorities document datum as Egypt 1930.  This is the date that projected coordinate systems based on the Egypt 1907 datum were instigated.,None - see remarks.
99.151,1999-04-22 00:00:00,2000-06-23 00:00:00,EPSG,Add Venezuela grids,,,,Added proj 18260-63; projCS 2101-04.  For v5 only added local datums 9301-11; local CS 5801-03 and 5808-16.
99.152,1999-04-22 00:00:00,1999-10-20 00:00:00,EPSG,Rationalise La Canoa datum.,,4247  4248  24720-21  24818-20,La Canoa is fundamental point for Venezuela system also adopted as origin for PSAD56.,Added ProjCS 24718-9.  Deleted ProjCS 24721.  Added remarks to GeogCS 4247-8 and ProjCS 24720 and 24818-20.
99.153,1999-04-22 00:00:00,1999-11-05 00:00:00,EPSG,Add Venezuela PDVSA transformations,,,This data for eastern Venezuela. Investigations continuing for western and central areas.,Added tfm_nonpoly 1516  tfm_path 8895  geod_tfm 8495.
99.16,1999-04-22 00:00:00,1999-10-20 00:00:00,Jean-Patrick Girbig; IHS Energy Services,Add Argentina SAD69 projCS,,,We can find no evidence of SAD69 being used by geomatics authorities in Argentina.,None.
99.17,1999-04-22 00:00:00,1999-04-22 00:00:00,Jean-Patrick Girbig; IHS Energy Services,Add Barbados projCS,geod_datum  horizCS,6212  4212,,Changed name of geodetic datum 6212 and geogCS 4212 from Barbados to Barbados 1938. Added non_poly transformation (projection) 19943; projCS 21291-92.
99.18,1999-04-22 00:00:00,1999-04-22 00:00:00,Jean-Patrick Girbig; IHS Energy Services,Add West Indies projCS and transformations,,,,Added geodetic datums 6139 & 6600-7; geogCS 4139 & 4600-7; transformation method 9619 (geog. offsets); non_poly transformations 1441-7 and 19942; projCS 3920 & 200-207; geodetic transformations 8373-8379.
99.19,1999-04-22 00:00:00,1999-10-20 00:00:00,EPSG,Add FD58 transformation,,,Data for Ahwaz area still needed.,Added  tfm non-poly 1513; tfm_path 8891; geod_tfm 8491.
99.201,1999-04-22 00:00:00,1999-04-22 00:00:00,"Martin Redford, Enterprise",Add Morocco transformation,,,Data already in database.,Advised reporter.
99.271,1999-04-22 00:00:00,2001-06-05 00:00:00,Erik Havarstein; Statoil,Add offshore Norway 62-65 deg transformations,,,Area east of 5 deg E dependent upon onshore transformation - investigations ongoing.,Problem closed without action as for oil industry purposes overtaken by the addition of tfm 1613 (see change request 2001.06).
99.111,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change ETRS89 to ETRF89,GeogCS  Geod_Datum  ProjCS  Trf_nonpoly  Geod_trf,4258  6248  25828-38  25884  1149  1273  1309  1310  1331  8049  8182  8233  8235  8264.,"Geodetic transformations act on reference frames, the practical realisation of reference systems.",Change name from ETRS89 to ETRF89.
99.112,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Change ETRF89 to ETRS89,Gdatum_alias,6400,Change associated with 99.111.,Change name from ETRF89 to ETRS89.
99.31,1999-04-22 00:00:00,1999-05-24 00:00:00,EPSG,Consolidate TRF_METHOD for gridded bi-linear interpolations into a single method,Trf_method,9613 9614 9615,"Not consolidated.  The various methods currently carried (NADcon, NTv1 and NTv2) all use different gridded data file structures and require different algorithms.",In recognition of international usage changed names of methods 9614 and 9615 by deleting the prefix 'Canada'.  Amended description of methods 9613-9615.
99.32,1999-05-10 00:00:00,1999-05-24 00:00:00,EPSG,Update NADCON tranformations for individual source datums other than NAD27 covered within NADCON,,,,Added Geod_datum 6135-6138; HorizCS 4135-4138;  geod_trf 8385-8392 & 8401-2; trf_path 8785-8792 & 8801-2; trf_nonpoly 1454-1457 & 1461.
99.321,1999-05-10 00:00:00,1999-10-20 00:00:00,EPSG,Update NADCON tranformations to incorporate HARN readjustments from NAD83(1986) to later realizations,,,See 99.14.,
99.33,1999-03-23 00:00:00,1999-05-24 00:00:00,Simon-Pierre Cadieux; Concept Logic,Update NTv2 transformations for Australia from Australian government website,,,Further coverage to come.,Added trf_nonpoly 1464-1465; trf_path 8807-8810; geod_trf 8407-8410.
2001.15,2000-06-22 00:00:00,2001-11-06 00:00:00,ISO 19127 project team,Add South African and Namibian data,Ellipsoid;  Geodetic Datum,7006  6006 6293,"Requested datum, projection and CRS data already in database.",Added ellipsoid 7046 Bessel Namibia (GLM); deprecated in v6.1 and deleted from v5.3 ellipsoid 7006. Amended geodetic datums 6006 and 6293 to reference ellipsoid 7046 rather than 7006.
99.34,1999-05-24 00:00:00,1999-05-24 00:00:00,EPSG,Add regional similarity transformations for Australia from government website,,,,Added trf_nonpoly 1458-1460; trf_path 8795-8800; geod_trf 8395-8400.
99.211,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Improve Lambert 1SP formulae,Tfm_method,9801,EPSG guidance note 7 updated for improved formula.,Amended transformation method 9801 (Lambert Conic 1SP) formula to improve efficiency of reverse computation.
99.041,1999-04-22 00:00:00,1999-05-24 00:00:00,EPSG,Update NAD27 / MTM and UTM projCSs for Quebec and Ontario,HorizCS,26715-26721  26780  26787-26797,,Delete ProjCS 32080 & 32087-32097 (NAD27 / MTM * except for Newfoundland); add ProjCS 208-235.  Amend remarks for 26715-26721.
99.3,1999-04-22 00:00:00,1999-05-24 00:00:00,EPSG,Correct Lithuania transformation method,Tfm_non-poly,1274,Data in v4.2 was consistent within itself but inconsistent with the format provided to EPSG.,Changed transformation method code from 9606 to 9607; mutiplied values of each of parameters 4 through 6 by -1.
99.322,1999-05-10 00:00:00,1999-05-24 00:00:00,EPSG,Correct NAD27 Hawaii and Puerto Rico State Plane CS datums,HorizCS,26761-26765,NAD27 does not formally exist in Hawaii.  References to it really refer to Old Hawaiian datum.,Deleted ProjCS 26761-26765 based on NAD27 and replaced these with 3561-3565 based on Old Hawaiian.
2001.07,2001-05-17 00:00:00,2001-06-05 00:00:00,Deborah Cruse; USGS,Add US National Atlas projection,Ellipsoid;  Geodetic Datum;  Coordinate Reference System,7035 6035 4035,,Deprecated 7035 4035 6035. Added ellipsoid 7047; datum 6047; geogCRS 4047; proj method 9820; proj 19965; projCRS 2163.
2001.08,2001-05-17 00:00:00,2001-06-05 00:00:00,Miguel Filgueiras; Univ. of Porto,Correct Lambert Conic Conformal and Mercator projection formulae.,Transformation Method,9801 9802 9804,Same changes made to Guidance Note #7.,Amended formula for t' in methods 9801 and 9802;  for N and t in method 9804.
2001.09,2001-05-18 00:00:00,2001-11-06 00:00:00,EPSG,Add transformation methods,,,,Added proj methods 9821-23 and 9825; tfm method 9635; proj 19968; projCRS 32662.
2001.1,2001-04-08 00:00:00,2001-06-05 00:00:00,"Dai Jones, IHS Energy",Add Clarke 1880 IGN General datum,,,"Clarke 1880 (IGN) is an ellipsoid, not a datum.",Informed reporter.
2001.11,2001-04-08 00:00:00,2001-06-05 00:00:00,"Dai Jones, IHS Energy",Clarify Cote d'Ivoire data,Coordinate reference system,4142 4143 4226,,Deprecated geogCRS 4226. Added proj 17005; projCRS 2164-65; aliases to geogCRS 4142-43.
2001.12,2001-05-18 00:00:00,2001-11-06 00:00:00,EPSG,Add EuroGeographics data,Operation Method,9809,See also 2001.55.,"Added: alias to proj method 9809; proj 16269-75, 18086, 18281-5, 18300, 18305-8, 19966-67, 19969-70; datum 6178-85, 6191; geogCRS 4178-85, 4191; projCRS 2166-69, 2171-92, 2199, 3301, 20791, 27491; coord operation 1619-1664."
2001.13,2001-05-18 00:00:00,2001-06-05 00:00:00,Roel Nicolai; Shell,Add new Netherlands transformation,,,Geodesia 2001-2 pp64-69 www.geodesia.nl,Not added to db - scientific use only.
2001.141,2000-06-22 00:00:00,2001-06-05 00:00:00,ISO 19127 project team,Add Antarctic CRS,,,,Added datum 6176; geog CRS 4176.
2001.142,2000-06-22 00:00:00,2001-06-05 00:00:00,ISO 19127 project team,Add New South Wales Integrated CRS,,,Insufficient data provided,
2001.16,2001-05-17 00:00:00,2001-06-05 00:00:00,EPSG,Add Brunei transformation,Coordinate transformation,1592,,Added geod tfm 1615.  Added remarks and amended area of use for geod tfm 1592.
2000.862,2001-01-12 00:00:00,2001-06-05 00:00:00,EPSG,Order alias by naming system.,,,,
2001.17,2001-06-05 00:00:00,2002-01-26 00:00:00,EPSG,Add Greenland data,Datum; Coordinate Reference System; Coordinate Operation,6287; 4287; 1211,Changed  name from Qornoq to Qornoq 1927.  Future Greenland96 system not included as details not yet available.,Deprecated datum 6287 geogCRS 4287 and tfm 1211. Added areas 2556-73; proj conv method 9826; proj 18421-28 and 18432-37; CS 4501; datums 6194-96; geogCRS 4194-96; projCRS 2216-18 2221 and 2296-2307; tfm 1798-1800.
2001.182,2001-06-05 00:00:00,2001-06-05 00:00:00,EPSG,Correct Austria CRS,Coordinate Reference System,31291-31297,Replaced 31291-97 with 31281-87 to correct order of axes.,Deprecated in v6.0 and deleted from v5.2 codes 31291-97; added 31281-87.
99.323,1999-05-10 00:00:00,1999-05-24 00:00:00,EPSG,Correct NAD27 St Croix and Puerto Rico State Plane CS datums,HorizCS,26759  26760,NAD27 is not formally used for State Plane CSs in Puerto Rico and the US Virgin Island.  References to NAD27 in this context realy refer to Puerto Rico datum.,Deleted ProjCS 32059 and 32060 based on NAD27 and replaced these with 3991 and 3992 based on Puerto Rico datum.
99.324,1999-05-24 00:00:00,1999-10-20 00:00:00,EPSG,Check NAD83 in Hawaii and Puerto Rico,HorizCS,,NGS confirms that NAD83 does exist in these areas.,None.
99.042,1999-04-22 00:00:00,1999-05-24 00:00:00,EPSG,Correct MTM zones for Nova Scotia,Trf_non-poly,17794  17795,,Changed longitude of natural origin (parameter 2) values from 61.3 to -61.3 and from 64.3 to -64.3 respectively.
99.35,1999-07-26 00:00:00,1999-07-26 00:00:00,EPSG,Version 4.3 release,,,Further reporting added.  Changes through 99.34 but with actions still remaining on some earlier change requests.,Version 4.3 released
99.41,1999-07-21 00:00:00,2000-03-07 00:00:00,Simon-Pierre Cadieux; Methodex,Check parameters for Alaska SP zone 1,Trf_nonpoly,15001  15031,EPSG parameters are consistent with transformation formulae.,None
99.42,1999-07-27 00:00:00,2000-10-19 00:00:00,EPSG,Additional Syria systems,,,,Added proj 19948-9 and projCS 22770 22780.  Added aliases to geod datum 6227; geogCs 4227 and projCS 22700.  Added geodetic transformations 1584-87 and concatenated transformation 8568.
99.43,1999-08-06 00:00:00,1999-10-20 00:00:00,Jean-Patrick Girbig; IHS Energy,Add Guatemala system,,,,Added proj 18211-2 and projCS 32061-2.
99.44,1999-08-10 00:00:00,1999-08-10 00:00:00,Simon-Pierre Cadieux; Methodex,Correct ATS77 MTM parameters,Trf_nonpoly,17794  17795,See 99.042,None
99.4,1999-08-11 00:00:00,1999-08-11 00:00:00,Tamotsu Amemiya; PASCO,Add Japanese systems,,,Already in v4.3.  See 98.49,None
97.232,1997-06-09 00:00:00,1999-10-20 00:00:00,Patrick Wheeler-Hoolahan;  Exploration Geodesy Inc.,97.231 Indian foot (continued),Trf_nonpoly  HorizCS  Tfm_path  Geod_tfm,18110-18117 and  24370-74 & 24382,,(...cont). Change units of proj 18110-18117 and projCS 24370-74 & 24382.  Rename projCS 24370-74 & 24382. Add proj 18231-38.  Add projCS 24305-6  24311-13  24342-47  24375-81  24383.  Rename projCS 24370-4 & 24382.  Add remarks. (cont 97.235 ...)
99.69,1999-10-19 00:00:00,1999-10-20 00:00:00,Mike Postle-Hacon; Hydrosearch,Add new South African datum,Geod_datum  HorizCS,6222  4222,,Amended fundamental point for Cape datum (6222).  Add geod_datum 6148; geogCS 4148; projCS 246-255; non_poly tfm 1504-5; tfm path 8849-50; geod_tfm 8449-50.  Add remarks to geogCS 4222.
99.091,1999-04-22 00:00:00,1999-10-20 00:00:00,EPSG,Add new Israel data,,,,Added projections 18203 and 18204; geodetic datum 6141; GeogCS 4141; ProjCS 239 and 28193.
99.36,1999-08-11 00:00:00,1999-10-20 00:00:00,Tore Hoff;  Geodata AS,Add onshore Norway systems,,,See 99.271 for geodetic transformations involving NGO48.,Add prime_meridian 8913; HorizCS 4817; projections 18221-8; projCS 27391-8; non_poly tfm 1466.
99.37,1999-08-11 00:00:00,1999-10-20 00:00:00,Radek Kuttelwascher; Arcdata,Add Czech and Slovakian Gauss Kruger systems,HorizCS,28402-3  28462-3,,Amended area of use to include Czech Republic and Slovakia.
99.38,1999-08-11 00:00:00,1999-10-20 00:00:00,Melita Kennedy; ESRI,Update information source URL for US transformation,Trf_nonpoly  Trf_path  Geod_tfm,1308  8630-31  8230-31,NAD27 to WGS 84 variants 23 and 24 replaced by variants 28 and 29 respectively.,Add non_poly tfm 1515; delete concatenated geod tfm using 1308 (8230-31 and tfm path 8630-31) and replace with concatenated geod tfm using 1515 (8496-97 and tfm path 8896-97).
99.39,1999-08-11 00:00:00,1999-11-05 00:00:00,Melita Kennedy; ESRI,Update Codes table,Codes,,,Done
99.45,1999-08-27 00:00:00,1999-07-20 00:00:00,Malcolm Jones; Fugro,Add Rassadiran datum and projection,,,See also 99.19,Added geod_datum 6153-4; geogCS 4153-4; proj 19951; projCS 257-261; tfm non-poly 1512 1514; tfm_path 8890 8892; geod_tfm 8490 8492.
99.46,1999-09-07 00:00:00,1999-09-07 00:00:00,Simon-Pierre Cadieux; Methodex,Correct transformation path 8578,Trf_path,8578,See 98.51,None
99.47,1999-09-10 00:00:00,2000-03-07 00:00:00,Simon-Pierre Cadieux; Methodex,Clarify polynomial transformation method,Trf_polynomial  Trf_method,1025-28 (formerly 1000-1004);  9608-12 9617,See also 99.64,Added sections 3 and 4 to EPSG guidance note #7.
99.48,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Correct Angle unit,UOM_Angle,9112,,Change value of target unit from 9106 to 9101.
99.49,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Correct unspecified datum,G_datum  HorizCS,6026  4026,,Delete geod_datum 6026 and geogCS 4026; add geod_datum 6041-6045 and geogCS 4041-4045.
99.5,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Update codes table,Codes,,,See 99.39
99.51,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Ensure consistent value for pi,UOM_Angle,9112-4,,Change value of factor b from 3.14159265359 to 3.14159265358979.
99.52,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Correct remarks,HorizCS,32183-32190,,Change Remarks text from NAD27 to NAD83.
99.53,1999-09-12 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Correct Quebec remarks and Change record,HorizCS  Change,227-235  99.041,,Change HorizCS Remarks code values from 320** to 267**.  Amend Change record 99.041 codes affected from 320** to 267**.
99.54,1999-09-12 00:00:00,1999-11-05 00:00:00,Simon-Pierre Cadieux; Methodex,Update  NTv2 information source URL,Trf_method  Trf_nonpoly,9615  1313,"This is not the source requested by Reporter, but is more appropriate to provide information about the transformation.  It does link directly to requested sourc",Change source information for NTv2 method 9615 and transformation 1313.
99.55,1999-09-18 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Polyconic projection parameters,Trf_method  Tfm_non-poly,9818  19941,,Delete requirement for parameter 5 in method 9818.  Delete parameter 5 in projection 19941.
99.56,1999-09-20 00:00:00,1999-10-20 00:00:00,EPSG,Correct coordinates of Tokyo datum fundamental point,Geod_datum,6301,,Change value of latitude minutes from 19 to 39.
99.57,1999-09-20 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Add Quebec Lambert system,Trf_nonpolynomial  HorizCS,,,Add projection 19944 and ProjCS 32198.
99.58,1999-09-28 00:00:00,1999-09-28 00:00:00,Adam Gawne-Cain; Cadcorp,Add Japanese systems,,,Already in v4.3.  See 98.49,None
99.59,1999-10-04 00:00:00,1999-10-20 00:00:00,EPSG,Update Angola CS area of use,HorizCS  Trf_nonpolynomial,22092  1327,,"Add to Remarks: Used by BP Amoco, Elf and Esso for offshore blocks 31-33."
99.6,1999-10-08 00:00:00,1999-10-20 00:00:00,Melita Kennedy; ESRI,Check Brazil systems north of equator,,,We have found no evidence of official Brazilean CS using northern hemisphere UTM zones.,None.
99.61,1999-10-08 00:00:00,1999-10-20 00:00:00,Melita Kennedy; ESRI,Add new Canada New Brunswick systems,,,,Delete proj 19932 and replace by 19945; amended projCS 2200 from 19932 to 19945. Added proj 19946  geod_datum 6140   geogCS 4140  projCS 236-8;  non_poly tfm 1472-3  tfm_path 8816-8  geod_tfm 8416-8.
99.62,1999-05-10 00:00:00,1999-10-20 00:00:00,Bruno Ravanas; Total-Fina,Correct Algeria ellipsoid,Geod_datum,6305  6307,,Change reference ellipsoid from Clarke 1880 (IGN) [code 7011] to Clarke 1880 (RGS) [code 7012].
99.65,1999-10-20 00:00:00,2000-03-07 00:00:00,EPSG,Add Dutch polynomial transformations,,,Includes Belgian polynomials.,Added tfm methods 9631-32; polynomial_tfm 1029-34; tfm_path 8350-55; geod_tfm 8545-50.
99.64,1999-10-20 00:00:00,2000-03-07 00:00:00,EPSG,Check polynomial reversiblity,Trf_method,9608-12 9617,See also 99.47  and June 2000 edition of EPSG guidance note 7.,Deleted methods 9608-12; added methods 9621-30.  For tfm method 9617 and for tfm 1026-1028 (formerly 1001-1003) amended order of parameters 2 3 7 and 8 to accord with revised guidance note #7.  For v5.0 only added tfm 1035.
99.68,1999-10-20 00:00:00,2000-10-19 00:00:00,EPSG,Add Glonass coordinate system and transformations,,,CS not in regular stand-alone use and no accepted transformation to WGS 84.,None.
99.63,1999-10-20 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Check Paris meridian value,P_Meridian,8903,No change made to Paris prime meridian (EPSG prefers IGN value to RGS value).  But added RGS value as longitude rotation transformation amending transformation using existing IGN value to accommodate.,Delete non_poly transformation 1194 and replace by 1467; amend tfm_path 8560 tfm from 1194 to 1467.  Add non_poly transformation 1468; tfm_path 8812 geod_tfm 8412.
99.66,1999-10-19 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Change GeogCS to west longitudes,HorizCS,4135-8  4267-9  4608-9,EPSG recommends ISO practice of longitudes being positive east.  All EPSG GeogCS follow this practice.,None.
99.67,1999-10-19 00:00:00,1999-10-20 00:00:00,Simon-Pierre Cadieux; Methodex,Rename Australia transformation files,Trf_non-poly  Tfm_path Geod_trf,1465  8809-10  8409-10,,Delete non_poly tfm 1465; tfm_path 8809-10; geod_tfm 8409-10.  In non_poly tfm 1464 change parameter 35 from gridfile.gsb to vic_0799.gsb.  Add non_poly tfm 1506-7; tfm_path 8851-4; geod_tfm 8451-4.
97.233,1999-10-20 00:00:00,1999-10-20 00:00:00,EPSG,Rationalise British linear units,UOM_Length   Length Alias  Trf_nonpoly  HorizCS,9007-12  9032  18141-2 19912 19924-5 19935  24571 27291-2 29871-2 30200,Length units 9007-9012 and 9032 replaced by 9039 9063 9043 9062 9042 9040 and 9041 respectively (effectively these have been renamed).,Delete length units 9007-12  9032; add 9037-43 9050-3 9060-3 9070.  Add length alias 9044 9055-8 9064-5 9071.  Change unit code for proj 18141-2 19912 19924-5 19935 and projCS 24571 27291-2 29871-2 30200 to reflect the unit changes. (Cont...)
97.234,1999-10-20 00:00:00,1999-10-20 00:00:00,EPSG,97.233  Rationalise British linear units (cont).,UOM_Length,9005,Clarke presented his results as 1m = 39.370432 inces whence 1ft=0.30479726511...  However has usually been implemented as 0.304797265 exactly.,(...cont). Change factors b and c from 12 and 39.370432 to 0.304797265 and 1 respectively.
99.7,1999-11-05 00:00:00,1999-11-05 00:00:00,Roger Lott; BP Amoco,Check 1/f for Clarke 1858.,Ellipsoid,7007,DOS confirms that Trindad adjustment and densification used a and b to derive 1/f to 8 significant figures whilst obsolete Australian systems used a and 1/f to 4 significant figures.,Amend remarks.
99.71,1999-11-05 00:00:00,2000-03-07 00:00:00,Jean-Patrick Girbig; IHS Energy,Add Czech and Slovakian Krovak systems,,,,Added transformation method 9819; projection 19952; geodetic datums 6818 (v5 only) and 6156; horizCS 4156 and 4818; projCS 2065.
99.72,1999-11-05 00:00:00,1999-11-15 00:00:00,EPSG,Check names and orientation of Argentina CS axes,HorizCS,22191-97,,Changed axis 1 (X) direction from east to north and axis 2 (Y) direction from north to east.
99.73,1999-11-05 00:00:00,2000-06-23 00:00:00,Jean-Patrick Girbig; IHS Energy,Add Argentina Astra grid.,,,,For v5 only added local datum 9300; local CS 5800; tfm 1035.
99.74,1999-11-05 00:00:00,2000-03-07 00:00:00,EPSG,Review and modify coding rationale,HorizCS  Trf_poly,200-261  300  1000-1003,GeoTIFF reserved codes 0-1023 are to be avoided by EPSG..,ProjCS codes 200-261 and 300 deleted and replaced by codes 2000-2061and 2062 respectively.  Tfm-poly codes 1000-1003 deleted and replaced by codes 1025-1028 respectively.  Codes table changed in association with v4 to v5 changes.
99.75,1999-11-05 00:00:00,1999-11-05 00:00:00,EPSG,Correct transformation name.,Geod_tfm,8232,Geod tfm NAD83 to WGS 84 (14) replaced with NAD83 to WGS 84 (4); no change to related non_poly tfm NAD83 to WGS 84 (4).,Deleted geod_tfm 8232 and tfm_path 8632.  Replaced these with 8493 and 8793 repectively.
99.76,1999-11-05 00:00:00,1999-11-05 00:00:00,EPSG,Add geod tfm abbreviations,Geod_tfm,All single-step transformations,Indicates source and area.,Added to the Description field.
97.235,1997-06-09 00:00:00,1999-10-20 00:00:00,Patrick Wheeler-Hoolahan;  Exploration Geodesy Inc.,97.231 Indian foot (continued),Trf_nonpoly Tfm_path  Geod_tfm,1155 1156 1247; 8455 8456 8550; 8055 8056 8150,,"(...cont). Rename tfm_nonpoly 1155 1156 1247 and geod_tfm 8055 8056 8150 from Kalianpur to WGS 84 to Kalianpur yyyy to WGS 84, where yyyy is adoption year; change source cs in geod_trf 8055 8056 8150 and trf_path 8455 8456 8550 to be consistent."
99.154,1999-11-05 00:00:00,2000-10-19 00:00:00,EPSG,Add Venezuela PDVSA transformations for western and central areas,,,No data forthcoming - case closed.,None.
99.84,1999-11-19 00:00:00,1999-11-19 00:00:00,EPSG,Version 4.4 release,,,Data update.  Changes through 99.79 but with actions still remaining on some earlier change requests.,Version 4.4 released
