coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
4053,Unspecified datum based upon the International 1924 Authalic Sphere,1263,geographic 2D,6422,6053,,,,,Small scale statistical mapping.,Use only in cases where geodetic datum is unknown.,OGP,OGP,2006/09/22,,0,0
4054,Unspecified datum based upon the Hughes 1980 ellipsoid,1263,geographic 2D,6422,6054,,,,,Data sets from US Defence Meteorological Satellite Program SSM/I microwave sensors.,DMSP SSM/I data sets provided by NSIDC for polar research.,US National Snow and Ice Data Center,OGP,2006/09/22,,0,0
4055,Popular Visualisation CRS,1262,geographic 2D,6422,6055,,,,,Certain Web mapping and visualisation applications.,Some applications erroneously call this WGS 84. It uses a sphere with a radius having the same value as the semi-major axis of the WGS 84 ellipsoid. There is no geodetic recognition of this system.,Microsoft.,OGP,2008/03/13,2008.114,1,1
4056,RGRDC 2005 / Congo TM zone 20,3620,projected,4499,,4046,17420,,,"Cadastre, engineering survey.",,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4057,RGRDC 2005 / Congo TM zone 22,3621,projected,4499,,4046,17422,,,"Cadastre, engineering survey.",,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4058,RGRDC 2005 / Congo TM zone 24,3622,projected,4499,,4046,17424,,,"Cadastre, engineering survey.",,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4059,RGRDC 2005 / Congo TM zone 26,3623,projected,4499,,4046,17426,,,"Cadastre, engineering survey.",,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4060,RGRDC 2005 / Congo TM zone 28,3624,projected,4499,,4046,17428,,,"Cadastre, engineering survey.",,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4061,RGRDC 2005 / UTM zone 33S,3626,projected,4499,,4046,16133,,,Topographic mapping.,,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4062,RGRDC 2005 / UTM zone 34S,3627,projected,4499,,4046,16134,,,Topographic mapping.,,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4063,RGRDC 2005 / UTM zone 35S,3628,projected,4499,,4046,16135,,,Topographic mapping.,,"""Revision du Tiers Meridional du Reseau Geodesique de la RDC"", COPIREP Reclus project report, 2005.",OGP,2009/04/16,2009.011,1,0
4071,Chua / UTM zone 23S,3619,projected,4400,,4224,16123,,,Used by any governmental agency at Distrito Federal. Legally mandated for Cartography System of Distrito Federal (SICAD).,,Cartography System of Distrito Federal (SICAD),OGP,2009/05/14,2009.021,1,0
4073,SREF98,3534,geocentric,6500,1034,,,,,Geodesy.,,"Delcev et al, FIG Working Week May 2009; http://www.gig.net/pub",OGP,2009/05/11,2009.015,1,0
4074,SREF98,3534,geographic 3D,6423,1034,4073,15592,,,Geodesy.,,"Delcev et al, FIG Working Week May 2009; http://www.gig.net/pub",OGP,2009/05/11,2009.015,1,0
4075,SREF98,3534,geographic 2D,6422,1034,4074,15593,,,Horizontal component of 3D system.,Replaces MGI 1901 (CRS code 3906) in Serbia.,OGP. See 3D CRS for original information source.,OGP,2009/05/11,2009.015,1,0
4079,REGCAN95,3199,geocentric,6500,1035,,,,,Geodetic survey.,,"IGN Madrid; http://www.fomento.es",OGP,2009/05/14,2009.033,1,0
4080,REGCAN95,3199,geographic 3D,6423,1035,4079,15592,,,Geodetic survey.,,IGN Madrid. http://www.fomento.es,OGP,2009/05/14,2009.033,1,0
4081,REGCAN95,3199,geographic 2D,6422,1035,4080,15593,,,Horizontal component of 3D system.,Replaces Pico de las Nieves 1984 (PN84).,OGP. See 3D CRS for original information source.,OGP,2009/05/15,2009.033,1,0
4082,REGCAN95 / UTM zone 27N,3629,projected,4400,,4081,16027,,,Large and medium scale topographic mapping and engineering survey.,,IGN Madrid. http://www.fomento.es.,OGP,2009/05/14,2009.033,1,0
4083,REGCAN95 / UTM zone 28N,3630,projected,4400,,4081,16028,,,Large and medium scale topographic mapping and engineering survey.,,IGN Madrid. http://www.fomento.es.,OGP,2009/05/15,2009.033,1,0
4087,WGS 84 / World Equidistant Cylindrical,1262,projected,4499,,4326,4085,,,Graticule coordinates expressed in simple Cartesian form.,Origin is at intersection of equator and Greenwich meridian. Note: this is not the same as plotting unrectified graticule coordinates on a computer display using the so-called pseudo Plate Carrée method: here the grid units are metres.,OGP,OGP,2009/06/06,2009.023,1,0
4088,World Equidistant Cylindrical (Sphere),1262,projected,4499,,4047,4086,,,Certain Web mapping and visualisation applications.,Uses spherical development. It is not a recognised geodetic system. Relative to an ellipsoidal development (see WGS 84 / World Equidistant Cylindrical (CRS code 4087)) errors of up to 800 metres in position and 0.7% in scale may arise.,OGP,OGP,2009/06/06,2009.023,1,0
4093,ETRS89 / DKTM1,3631,projected,4400,,4258,4089,,,Engineering survey and construction.,For large scale topographic mapping and cadastral survey ETRS89 / Kp2000 Jutland (CRS code 2196) is used. For medium and small scale topographic mapping ETRS89 / UTM zone 32N (CRS code 25832) is used.,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4094,ETRS89 / DKTM2,3632,projected,4400,,4258,4090,,,Engineering survey and construction.,For large scale topographic mapping and cadastral survey ETRS89 / Kp2000 Jutland (CRS code 2196) is used. For medium and small scale topographic mapping ETRS89 / UTM zone 32N (CRS code 25832) is used.,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4095,ETRS89 / DKTM3,2532,projected,4400,,4258,4091,,,Engineering survey and construction.,For large scale topographic mapping and cadastral survey ETRS89 / Kp2000 Zealand (CRS code 2197) is used. For medium and small scale topographic mapping ETRS89 / UTM (CRS codes 25832 and 25833) are used.,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4096,ETRS89 / DKTM4,2533,projected,4400,,4258,4092,,,Engineering survey and construction.,For large scale topographic mapping and cadastral survey ETRS89 / Kp2000 Bornholm (CRS code 2198) is used. For medium and small scale topographic mapping ETRS89 / UTM zone 33N (CRS code 25833) is used.,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4097,ETRS89 / DKTM1 + DVR90 height,3631,compound,,,,,4093,5799,Engineering survey and construction.,,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4098,ETRS89 / DKTM2 + DVR90 height,3632,compound,,,,,4094,5799,Engineering survey and construction.,,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4099,ETRS89 / DKTM3 + DVR90 height,2532,compound,,,,,4095,5799,Engineering survey and construction.,,Kort & Matrikelstyrelsen,OGP,2009/07/03,2009.038 2009.050,1,0
4100,ETRS89 / DKTM4 + DVR90 height,2533,compound,,,,,4096,5799,Engineering survey and construction.,,Kort & Matrikelstyrelsen,OGP,2009/06/06,2009.038,1,0
4120,Greek,3254,geographic 2D,6422,6120,,,,,Geodetic survey.,,"Topography Department; National Technical University of Greece.",OGP,2011/07/20,2003.370 2011.062,1,0
4121,GGRS87,3254,geographic 2D,6422,6121,,,,,Geodetic survey.,,"Geodesy Department; Public Petroleum Corporation of Greece.",OGP,2011/07/20,2003.370 2011.062,1,0
4122,ATS77,1283,geographic 2D,6422,6122,,,,,Geodetic survey.,In use from 1979. To be phased out in late 1990's.,New Brunswick Geographic Information Corporation land and water information standards manual.,OGP,2004/01/06,2003.370,1,0
4123,KKJ,3333,geographic 2D,6422,6123,,,,,Geodetic survey.,,"National Land Survey of Finland;
http://www.maanmittauslaitos.fi",OGP,2011/06/30,2003.370 2011.055,1,0
4124,RT90,1225,geographic 2D,6422,6124,,,,,Geodetic survey.,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,OGP,2004/01/06,2003.370,1,0
4125,Samboja,1328,geographic 2D,6402,6125,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1997/11/13,,1,1
4126,LKS94 (ETRS89),1145,geographic 2D,6402,6126,,,,,Geodetic survey.,,,OGP,1998/03/13,,1,1
4127,Tete,3281,geographic 2D,6422,6127,,,,,Geodetic survey.,,Direcção Nacional de Geografia e Cadastral (DINAGECA).,OGP,2004/01/06,2003.370,1,0
4128,Madzansua,1315,geographic 2D,6422,6128,,,,,Geodetic survey.,Replaced by values transformed to Tete GeogCRS (code 4127).,Direcção Nacional de Geografia e Cadastral (DINAGECA).,OGP,2004/01/06,2003.370,1,0
4129,Observatario,1329,geographic 2D,6422,6129,,,,,Geodetic survey.,Replaced by values transformed to Tete geogCRS (code 4127).,Direcção Nacional de Geografia e Cadastral (DINAGECA).,OGP,2004/04/07,2003.370 2004.210,1,0
4130,Moznet,1167,geographic 2D,6422,6130,4953,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2007.079,1,0
4131,Indian 1960,1302,geographic 2D,6422,6131,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.362 2003.370,1,0
4132,FD58,1300,geographic 2D,6422,6132,,,,,Geodetic survey.,,IOEPC records.,OGP,2004/01/06,2003.370,1,0
4133,EST92,3246,geographic 2D,6422,6133,,,,,Geodetic survey.,This name is also used for a projected CRS (see projCRS code 3300). Replaced by EST97 (code 4180).,http://www.geo.ut.ee/,OGP,2011/06/30,2003.370 2005.460 2011.055,1,0
4134,PSD93,3288,geographic 2D,6422,6134,,,,,Geodetic survey.,Replaced Fahud geogCRS (code 4232) in 1993. Maximum differences to Fahud adjustment are 20 metres.,Petroleum Development Oman,OGP,2008/11/07,2003.370 2004.183 2008.095,1,0
4135,Old Hawaiian,1334,geographic 2D,6422,6135,,,,,Geodetic survey.,Note: this coordinate system includes longitudes which are POSITIVE EAST.,,OGP,2004/01/06,2003.370,1,0
4136,St. Lawrence Island,1332,geographic 2D,6422,6136,,,,,Geodetic survey.,Note: this coordinate system includes longitudes which are POSITIVE EAST.,,OGP,2004/01/06,2003.370,1,0
4137,St. Paul Island,1333,geographic 2D,6422,6137,,,,,Geodetic survey.,Note: this coordinate system includes longitudes which are POSITIVE EAST.,,OGP,2004/01/06,2003.370,1,0
4138,St. George Island,1331,geographic 2D,6422,6138,,,,,Geodetic survey.,Note: this coordinate system includes longitudes which are POSITIVE EAST.,,OGP,2004/01/06,2003.370,1,0
4139,Puerto Rico,1335,geographic 2D,6422,6139,,,,,Geodetic surveying for civilian purposes. Geodetic survey.,NAD27 (CRS code 4267) used for military purposes. Note: this coordinate system includes longitudes which are POSITIVE EAST.,,OGP,2004/01/06,2003.370,1,0
4140,NAD83(CSRS98),1336,geographic 2D,6402,6140,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,In New Brunswick superseded ATS77 from 1999.,Service New Brunswick Land and Information Standards Manual,OGP,2000/10/19,1999.900,1,1
4141,Israel,2603,geographic 2D,6422,6141,,,,,Geodetic survey.,Replaces Palestine 1923.,Survey of Israel,OGP,2004/01/06,2002.340 2003.370,1,0
4142,Locodjo 1965,1075,geographic 2D,6422,6142,,,,,Geodetic survey.,Replaced by Abidjan 1987 (EPSG code 4143).,IGN Paris,OGP,2004/01/06,2003.370,1,0
4143,Abidjan 1987,1075,geographic 2D,6422,6143,,,,,Geodetic survey.,Replaces Locodjo 1965 (EPSG code 4142).,IGN Paris,OGP,2004/01/06,2001.110 2003.370,1,0
4144,Kalianpur 1937,1308,geographic 2D,6422,6144,,,,,Geodetic survey.,Adopts 1937 metric conversion of 0.30479841 metres per Indian foot.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",OGP,2004/01/06,2003.370,1,0
4145,Kalianpur 1962,3289,geographic 2D,6422,6145,,,,,Geodetic survey.,Adopts 1962 metric conversion of 0.3047996 metres per Indian foot.,,OGP,2004/01/06,2003.370,1,0
4146,Kalianpur 1975,3341,geographic 2D,6422,6146,,,,,Geodetic survey.,Adopts 1975 metric conversion of 0.3047995 metres per Indian foot.,,OGP,2004/01/06,2003.370,1,0
4147,Hanoi 1972,3328,geographic 2D,6422,6147,,,,,Geodetic survey.,Replaces use of Indian 1960. Replaced by VN-2000 (CRS code 4756).,,OGP,2006/09/13,2003.370 2006.840,1,0
4148,Hartebeesthoek94,1215,geographic 2D,6422,6148,4941,15593,,,Horizontal component of 3D system.,Replaces Cape (code 4222) from 1999.,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,1999.960 2000.040 2003.370 2007.079,1,0
4149,CH1903,1286,geographic 2D,6422,6149,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4150,CH1903+,1286,geographic 2D,6422,6150,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4151,CHTRF95,1286,geographic 2D,6422,6151,4933,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/23,2003.370,1,0
4152,NAD83(HARN),1337,geographic 2D,6422,6152,4957,15593,,,Horizontal component of 3D system.,"Note: this coordinate system includes longitudes which are POSITIVE EAST. In Continental US (excludes Alaska) and Hawaii, replaces NAD83 for applications with an accuracy of better than 1m. In Continental US replaced by NAD83(NSRS2007).",EPSG. See 3D CRS for original information source.,OGP,2009/07/29,2003.370 2006.392 2006.903 2007.031 2007.079 2009.044,1,0
4153,Rassadiran,1338,geographic 2D,6422,6153,,,,,Geodetic survey.,,Total-Fina,OGP,2004/01/06,2003.370,1,0
4154,ED50(ED77),1123,geographic 2D,6422,6154,,,,,Geodetic survey.,,National Cartographic Centre of Iran,OGP,2004/01/06,2003.370,1,0
4155,Dabola 1981,3257,geographic 2D,6422,6155,,,,,Geodetic survey.,Replaces Conakry 1905 (EPSG code 4315).,IGN Paris,OGP,2004/01/06,2003.370,1,0
4156,S-JTSK,1306,geographic 2D,6422,6156,,,,,Geodetic survey.,"S-JTSK is the Uniform Trigonometric Cadastral Network. It is a modification of the Austrian MGI geogCRS, code 4312. In Czech Republic technically improved by S-JTSK/05 (Ferro) (CRS code 5229) in 2009 but this remains the legal system.","Research Institute for Geodesy Topography and Cartography (VUGTK); Prague.",OGP,2010/11/02,2001.260 2003.370 2010.071,1,0
4157,Mount Dillon,1322,geographic 2D,6422,6157,,,,,Geodetic survey.,,University of the West Indies Geodetic Services.,OGP,2004/01/06,2003.370,1,0
4158,Naparima 1955,3143,geographic 2D,6422,6158,,,,,Geodetic survey.,Naparima 1972 is an extension of the Naparima 1955 network of Trinidad to include Tobago.,Ordnance Survey International.,OGP,2004/01/06,2003.370,1,0
4159,ELD79,1143,geographic 2D,6422,6159,,,,,Geodetic survey.,,Various oil company records.,OGP,2004/01/06,2003.370,1,0
4160,Chos Malal 1914,1292,geographic 2D,6422,6160,,,,,Geodetic survey.,Replaced by Campo Inchauspe (geogCRS code 4221).,Various oil company records.,OGP,2010/03/31,2003.370 2004.210 2009.094,1,0
4161,Pampa del Castillo,1265,geographic 2D,6422,6161,,,,,Geodetic surveying within the oil industry. Geodetic survey.,Replaced by Campo Inchauspe (geogCRS code 4221).,Various oil company records.,OGP,2010/03/31,2003.370 2004.210 2009.094,1,0
4162,Korean 1985,3266,geographic 2D,6422,6162,,,,,Geodetic survey.,Replaces use of Tokyo datum.,"Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org",OGP,2005/09/29,2001.280 2003.370 2005.460,1,0
4163,Yemen NGN96,1257,geographic 2D,6422,6163,4981,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2007.079,1,0
4164,South Yemen,1340,geographic 2D,6422,6164,,,,,Geodetic survey.,,IGN Paris,OGP,2004/01/06,2003.370,1,0
4165,Bissau,3258,geographic 2D,6422,6165,,,,,Geodetic survey.,,NIMA,OGP,2004/01/06,2003.370,1,0
4166,Korean 1995,3266,geographic 2D,6422,6166,,,,,Geodetic survey.,,NIMA TR8350.2 http://earth-info.nga.mil/GandG/,OGP,2005/09/29,2003.370 2005.460,1,0
4167,NZGD2000,1175,geographic 2D,6422,6167,4959,15593,,,Horizontal component of 3D system.,Replaces NZGD49 (code 4272) and CI79 (code 4673) from March 2000.,EPSG. See 3D CRS for original information source.,OGP,2007/09/29,2003.370 2004.110 2007.079 2007.090,1,0
4168,Accra,1104,geographic 2D,6422,6168,,,,,Geodetic survey.,"Ellipsoid semi-major axis (a)=20926201 exactly Gold Coast feet. 
Replaced by Leigon (code 4250) in 1978.",Ordnance Survey International,OGP,2004/01/06,2003.370,1,0
4169,American Samoa 1962,3109,geographic 2D,6422,6169,,,,,Geodetic survey.,,NIMA TR8350.2 revision of January 2000 and ftp://ftp.ngs.noaa.gov/pub/pcsoft/nadcon/samoa_readme.txt,OGP,2005/05/21,2003.370 2005.230,1,0
4170,SIRGAS 1995,3448,geographic 2D,6422,6170,4975,15593,,,Horizontal component of 3D system.,Replaced by SIRGAS 2000.,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2001.330 2003.370 2004.250 2006.465 2007.079,1,0
4171,RGF93,1096,geographic 2D,6422,6171,4965,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2007.079,1,0
4172,POSGAR,1033,geographic 2D,6402,6172,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,"A geodetic network of 127 high accuracy surved points that define the National Geodetic System (Sistema Geodésico Nacional), adopted by IGM in May 1997",http://www.igm.gov.ar/posgar.html,OGP,2000/10/19,2001.051,1,1
4173,IRENET95,3744,geographic 2D,6422,6173,4943,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2011/01/25,2003.370 2007.079 2011.004,1,0
4174,Sierra Leone 1924,1342,geographic 2D,6422,6174,,,,,Geodetic survey.,"Ellipsoid semi-major axis (a)=20926201 exactly Gold Coast feet; 1 Gold Coast foot = 0.3047997101815 m.",Ordnance Survey International,OGP,2004/01/06,2003.370,1,0
4175,Sierra Leone 1968,3306,geographic 2D,6422,6175,,,,,Geodetic survey.,Replaces Sierra Leone 1960. The 1968 readjustment coordinates are within 3m of the 1960 provisional adjustment.,Ordnance Survey International.,OGP,2004/01/06,2003.370,1,0
4176,Australian Antarctic,1278,geographic 2D,6422,6176,4931,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2006.080 2007.079,1,0
4178,Pulkovo 1942(83),3574,geographic 2D,6422,6178,,,,,Geodetic survey.,Replaces 1956 adjustment (CRS code 4179). In Brandenburg replaced by ETRS89. In Sachsen and Thuringen replaced by RD83 and PD/83 which for practical purposes may be considered to be the same as DHDN.,"Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2008/09/24,2003.370 2008.011,1,0
4179,Pulkovo 1942(58),3574,geographic 2D,6422,6179,,,,,Geodetic survey.,Shares same origin definition as Pulkovo 1942 (CRS code 4284) and for low accuracy purposes these systems can be considered consistent with each other. Locally densified during 1957 and 1958. Replaced by 1983 adjustment (CRS code 4178).,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/ and other industry sources.",OGP,2008/09/24,2003.370 2008.011,1,0
4180,EST97,1090,geographic 2D,6422,6180,4935,15593,,,Horizontal component of 3D system.,This name is also used for a projected CRS (see projCRS code 3301). Replaces EST92 (code 4133).,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2007.079,1,0
4181,Luxembourg 1930,1146,geographic 2D,6422,6181,,,,,Geodetic survey.,,"Administration du Cadastre et de la Topographie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2004/01/06,2003.370,1,0
4182,Azores Occidental 1939,1344,geographic 2D,6422,6182,,,,,Geodetic survey.,Replaced by PTRA08 (CRS code 5013).,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2010/03/31,2003.370 2010.006,1,0
4183,Azores Central 1948,1301,geographic 2D,6422,6183,,,,,Geodetic survey.,Replaced by 1995 system (CRS code 4665).,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2004/01/06,2003.231 2003.370,1,0
4184,Azores Oriental 1940,1345,geographic 2D,6422,6184,,,,,Geodetic survey.,Replaced by 1995 system (CRS code 4664).,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2004/01/06,2003.231 2003.370,1,0
4185,Madeira 1936,1314,geographic 2D,6402,6185,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2001/06/05,,1,1
4188,OSNI 1952,2530,geographic 2D,6422,6188,,,,,Geodetic survey.,Replaced by 1975 Mapping Adjustment alias TM75. See CRS code 4300.,Ordnance Survey of Northern Ireland.,OGP,2004/01/06,2002.970 2003.370,1,0
4189,REGVEN,1251,geographic 2D,6422,6189,4963,15593,,,Horizontal component of 3D system.,Densification in Venezuela of SIRGAS.,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2003.370 2007.079,1,0
4190,POSGAR 98,1033,geographic 2D,6422,6190,4961,15593,,,Horizontal component of 3D system.,Densification in Argentina of SIRGAS 1995. Until May 2009 replaced POSGAR 94 for many practical purposes (but not as the legal system).  POSGAR 94 was officially replaced by POSGAR 2007 in May 2009.,EPSG. See 3D CRS for original information source.,OGP,2011/03/28,2003.370 2005.460 2007.079 2009.028,1,0
4191,Albanian 1987,3212,geographic 2D,6422,6191,,,,,Geodetic survey.,,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2011/07/20,2003.370 2011.062,1,0
4192,Douala 1948,2555,geographic 2D,6422,6192,,,,,Geodetic survey.,Replaced by Manoca 1962 (code 4193).,TotalFinaElf,OGP,2004/01/06,2003.370,1,0
4193,Manoca 1962,2555,geographic 2D,6422,6193,,,,,Geodetic survey.,Replaces Doula 1948 (code 4192). The intent of the Bukavu 1953 conference was to adopt the Clarke 1880 (RGS) ellipsoid (code 7012) but in practice this CRS has used the IGN version.,TotalFinaElf,OGP,2004/01/06,2002.840 2003.370,1,0
4194,Qornoq 1927,3362,geographic 2D,6422,6194,,,,,Geodetic survey.,,"Kort & Matrikelstyrelsen, Copenhagen.",OGP,2006/03/16,2003.370 2006.220,1,0
4195,Scoresbysund 1952,2570,geographic 2D,6422,6195,,,,,Geodetic survey.,,"Kort & Matrikelstyrelsen, Copenhagen.",OGP,2004/01/06,2003.370,1,0
4196,Ammassalik 1958,2571,geographic 2D,6422,6196,,,,,Geodetic survey.,,"Kort & Matrikelstyrelsen, Copenhagen.",OGP,2004/01/06,2003.370,1,0
4197,Garoua,2590,geographic 2D,6422,6197,,,,,Geodetic survey.,,TotalFinaElf,OGP,2004/01/06,2002.840 2003.370,1,0
4198,Kousseri,2591,geographic 2D,6422,6198,,,,,Geodetic survey.,,TotalFinaElf,OGP,2004/01/06,2003.370,1,0
4199,Egypt 1930,3242,geographic 2D,6422,6199,,,,,Scientific purposes only.,"Note that Egypt 1930 uses the International 1924 ellipsoid, unlike the Egypt 1907 CRS (code 4229) which uses the Helmert ellipsoid. Oil industry references to the Egypt 1930 name and the Helmert ellipsoid probably mean Egypt 1907.",,OGP,2004/01/06,2003.370,1,0
4200,Pulkovo 1995,1198,geographic 2D,6422,6200,,,,,Geodetic survey.,,"""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",OGP,2008/09/24,2003.370 2008.011,1,0
4201,Adindan,1271,geographic 2D,6422,6201,,,,,Geodetic survey.,"The 12th parallel traverse of 1966-70 (geogCRS Point 58, code 4620) is connected to the Adindan network in western Sudan. This has given rise to misconceptions that the Adindan network is used in west Africa.",,OGP,2004/01/06,2002.431 2003.370,1,0
4202,AGD66,1279,geographic 2D,6422,6202,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4203,AGD84,2576,geographic 2D,6422,6203,,,,,Geodetic survey.,"National system replacing AGD 66 but officially adopted only in Queensland, South Australia and Western Australia. Replaced by GDA94.","""GDA technical manual v2_2"", Intergovernmental Committee on Surveying and Mapping. www.anzlic.org.au/icsm/gdtm/",OGP,2010/03/30,2003.290 2003.370 2009.106,1,0
4204,Ain el Abd,1272,geographic 2D,6422,6204,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4205,Afgooye,1214,geographic 2D,6422,6205,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4206,Agadez,1177,geographic 2D,6422,6206,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4207,Lisbon,1294,geographic 2D,6422,6207,,,,,Geodetic survey.,Replaces Lisbon 1890 system which used Bessel 1841 ellipsoid (code 4666). Replaced by Datum 73 (code 4274).,"Geodetic Services Directorate, Instituto Geografico e Cadastral, Lisbon; http://www.igeo.pt/",OGP,2004/01/06,2001.551 2003.370,1,0
4208,Aratu,1274,geographic 2D,6422,6208,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4209,Arc 1950,1276,geographic 2D,6422,6209,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4210,Arc 1960,1277,geographic 2D,6422,6210,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4211,Batavia,3666,geographic 2D,6422,6211,,,,,Geodetic survey.,,,OGP,2010/03/30,2003.370 2009.106,1,0
4212,Barbados 1938,3218,geographic 2D,6422,6212,,,,,Geodetic survey.,,,OGP,2011/06/30,1999.170 2003.370 2011.051,1,0
4213,Beduaram,2771,geographic 2D,6422,6213,,,,,Geodetic survey.,,,OGP,2004/01/06,2002.430 2003.370,1,0
4214,Beijing 1954,3228,geographic 2D,6422,6214,,,,,Geodetic survey.,In 1982 replaced by Xian 1980 (CRS code 4610) and New Beijing (CRS code 4555).,"Chinese Science Bulletin, 2009, 54:2714-2721.",OGP,2009/11/24,2003.370 2009.084,1,0
4215,Belge 1950,1347,geographic 2D,6422,6215,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4216,Bermuda 1957,3221,geographic 2D,6422,6216,,,,,Geodetic survey.,Replaced by BDA2000 (CRS code 4762).,Department of Lands Buildings and Surveys.,OGP,2011/01/25,2003.370 2007.101 2011.004,1,0
4217,NAD83 / BLM 59N (ftUS),3372,projected,4497,,4269,4186,,,No official usage.,,OGP,OGP,2011/07/27,2009.031 2011.064,1,0
4218,Bogota 1975,3686,geographic 2D,6422,6218,,,,,Geodetic survey.,"Replaces earlier 3 adjustments of 1951, 1944 and 1941. Replaced by MAGNA-SIRGAS (CRS code 4685).","IGAC special publication no. 1, ""Geodesia"" 4th edition, 1975.",OGP,2010/03/30,2000.200 2003.370 2005.060 2009.106,1,0
4219,Bukit Rimpah,1287,geographic 2D,6422,6219,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4220,Camacupa,1288,geographic 2D,6422,6220,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4221,Campo Inchauspe,3843,geographic 2D,6422,6221,,,,,Geodetic survey.,,,OGP,2011/03/28,2003.370 2011.021,1,0
