"ALIAS CODE","OBJECT_TABLE_NAME","OBJECT_CODE","NAMING_SYSTEM_CODE","ALIAS","REMARKS"
977,Coordinate Reference System,26986,7302,NAD83 / Massachusetts,
978,Coordinate Reference System,26987,7302,NAD83 / Massachusetts Is,
979,Coordinate Reference System,26992,7302,NAD83 / Minnesota Cent.,
980,Coordinate Reference System,27038,7302,Nahrwan 1967 / UTM 38N,
981,Coordinate Reference System,27039,7302,Nahrwan 1967 / UTM 39N,
982,Coordinate Reference System,27040,7302,Nahrwan 1967 / UTM 40N,
983,Coordinate Reference System,27120,7302,Naparima 1972 / UTM 20N,
984,Coordinate Reference System,27200,7302,GD49 / NZ Map Grid,
985,Coordinate Reference System,27391,7302,NGO 1948 / I,
986,Coordinate Reference System,27392,7302,NGO 1948 / II,
987,Coordinate Reference System,27393,7302,NGO 1948 / III,
988,Coordinate Reference System,27394,7302,NGO 1948 / IV,
989,Coordinate Reference System,27395,7302,NGO 1948 / V,
990,Coordinate Reference System,27396,7302,NGO 1948 / VI,
991,Coordinate Reference System,27397,7302,NGO 1948 / VII,
992,Coordinate Reference System,27398,7302,NGO 1948 / VIII,
993,Coordinate Reference System,27500,7302,ATF / Nord de Guerre,
994,Coordinate Reference System,27581,7302,NTF / France I,
995,Coordinate Reference System,27582,7302,NTF / France II,
996,Coordinate Reference System,27583,7302,NTF / France III,
997,Coordinate Reference System,27584,7302,NTF / France IV,
998,Coordinate Reference System,27591,7302,NTF / Nord France,
999,Coordinate Reference System,27592,7302,NTF / Centre France,
1000,Coordinate Reference System,27593,7302,NTF / Sud France,
1001,Coordinate Reference System,27594,7302,NTF / Corse,
1002,Coordinate Reference System,27700,7302,British National Grid,
1003,Coordinate Reference System,28191,7302,Palestine Grid,
1004,Coordinate Reference System,28192,7302,Palestine Belt,
1005,Coordinate Reference System,28193,7302,Israeli CS Grid,
1006,Coordinate Reference System,28232,7302,Point Noire / UTM 32S,
1007,Coordinate Reference System,28402,7302,1942 Coord. Sys. zone 2,
1008,Coordinate Reference System,28403,7302,1942 Coord. Sys. zone 3,
1009,Coordinate Reference System,28404,7302,1942 Coord. Sys. zone 4,
1010,Coordinate Reference System,28405,7302,1942 Coord. Sys. zone 5,
1011,Coordinate Reference System,28406,7302,1942 Coord. Sys. zone 6,
1012,Coordinate Reference System,28407,7302,1942 Coord. Sys. zone 7,
1013,Coordinate Reference System,28408,7302,1942 Coord. Sys. zone 8,
1014,Coordinate Reference System,28409,7302,1942 Coord. Sys. zone 9,
1015,Coordinate Reference System,28410,7302,1942 Coord. Sys. zone 10,
1016,Coordinate Reference System,28411,7302,1942 Coord. Sys. zone 11,
1017,Coordinate Reference System,28412,7302,1942 Coord. Sys. zone 12,
1018,Coordinate Reference System,28413,7302,1942 Coord. Sys. zone 13,
1019,Coordinate Reference System,28414,7302,1942 Coord. Sys. zone 14,
1020,Coordinate Reference System,28415,7302,1942 Coord. Sys. zone 15,
1021,Coordinate Reference System,28416,7302,1942 Coord. Sys. zone 16,
1022,Coordinate Reference System,28417,7302,1942 Coord. Sys. zone 17,
1023,Coordinate Reference System,28418,7302,1942 Coord. Sys. zone 18,
1024,Coordinate Reference System,28419,7302,1942 Coord. Sys. zone 19,
1025,Coordinate Reference System,28420,7302,1942 Coord. Sys. zone 20,
1026,Coordinate Reference System,28421,7302,1942 Coord. Sys. zone 21,
1027,Coordinate Reference System,28422,7302,1942 Coord. Sys. zone 22,
1028,Coordinate Reference System,28423,7302,1942 Coord. Sys. zone 23,
1029,Coordinate Reference System,28424,7302,1942 Coord. Sys. zone 24,
1030,Coordinate Reference System,28425,7302,1942 Coord. Sys. zone 25,
1031,Coordinate Reference System,28426,7302,1942 Coord. Sys. zone 26,
1032,Coordinate Reference System,28427,7302,1942 Coord. Sys. zone 27,
1033,Coordinate Reference System,28428,7302,1942 Coord. Sys. zone 28,
1034,Coordinate Reference System,28429,7302,1942 Coord. Sys. zone 29,
1035,Coordinate Reference System,28430,7302,1942 Coord. Sys. zone 30,
1036,Coordinate Reference System,28431,7302,1942 Coord. Sys. zone 31,
1037,Coordinate Reference System,28432,7302,1942 Coord. Sys. zone 32,
1038,Coordinate Reference System,28462,7302,Pulkovo / Gauss 2N,
1039,Coordinate Reference System,28463,7302,Pulkovo / Gauss 3N,
1040,Coordinate Reference System,28464,7302,Pulkovo / Gauss 4N,
1041,Coordinate Reference System,28465,7302,Pulkovo / Gauss 5N,
1042,Coordinate Reference System,28466,7302,Pulkovo / Gauss 6N,
1043,Coordinate Reference System,28467,7302,Pulkovo / Gauss 7N,
1044,Coordinate Reference System,28468,7302,Pulkovo / Gauss 8N,
1045,Coordinate Reference System,28469,7302,Pulkovo / Gauss 9N,
1046,Coordinate Reference System,28470,7302,Pulkovo / Gauss 10N,
1047,Coordinate Reference System,28471,7302,Pulkovo / Gauss 11N,
1048,Coordinate Reference System,28472,7302,Pulkovo / Gauss 12N,
1049,Coordinate Reference System,28473,7302,Pulkovo / Gauss 13N,
1050,Coordinate Reference System,28474,7302,Pulkovo / Gauss 14N,
1051,Coordinate Reference System,28475,7302,Pulkovo / Gauss 15N,
1052,Coordinate Reference System,28476,7302,Pulkovo / Gauss 16N,
1053,Coordinate Reference System,28477,7302,Pulkovo / Gauss 17N,
1054,Coordinate Reference System,28478,7302,Pulkovo / Gauss 18N,
1055,Coordinate Reference System,28479,7302,Pulkovo / Gauss 19N,
1056,Coordinate Reference System,28480,7302,Pulkovo / Gauss 20N,
1057,Coordinate Reference System,28481,7302,Pulkovo / Gauss 21N,
1058,Coordinate Reference System,28482,7302,Pulkovo / Gauss 22N,
1059,Coordinate Reference System,28483,7302,Pulkovo / Gauss 23N,
1060,Coordinate Reference System,28484,7302,Pulkovo / Gauss 24N,
1061,Coordinate Reference System,28485,7302,Pulkovo / Gauss 25N,
1062,Coordinate Reference System,28486,7302,Pulkovo / Gauss 26N,
1063,Coordinate Reference System,28487,7302,Pulkovo / Gauss 27N,
1064,Coordinate Reference System,28488,7302,Pulkovo / Gauss 28N,
1065,Coordinate Reference System,28489,7302,Pulkovo / Gauss 29N,
1066,Coordinate Reference System,28490,7302,Pulkovo / Gauss 30N,
1067,Coordinate Reference System,28491,7302,Pulkovo / Gauss 31N,
1068,Coordinate Reference System,28492,7302,Pulkovo / Gauss 32N,
1069,Coordinate Reference System,28600,7302,Qatar National Grid,
1070,Coordinate Reference System,29220,7302,Sapper Hill / UTM 20S,
1071,Coordinate Reference System,29221,7302,Sapper Hill / UTM 21S,
1072,Coordinate Reference System,29333,7302,Schwarzeck / UTM 33S,
1073,Coordinate Reference System,29371,7302,SW African CS zone 11,
1074,Coordinate Reference System,29373,7302,SW African CS zone 13,
1075,Coordinate Reference System,29375,7302,SW African CS zone 15,
1076,Coordinate Reference System,29377,7302,SW African CS zone 17,
1077,Coordinate Reference System,29379,7302,SW African CS zone 19,
1078,Coordinate Reference System,29381,7302,SW African CS zone 21,
1079,Coordinate Reference System,29383,7302,SW African CS zone 23,
1080,Coordinate Reference System,29385,7302,SW African CS zone 25,
1081,Coordinate Reference System,29700,7302,Tananarive  / Laborde,
1082,Coordinate Reference System,29738,7302,Tananarive / UTM 38S,
1083,Coordinate Reference System,29739,7302,Tananarive / UTM 39S,
1084,Coordinate Reference System,29849,7302,Timbalai 1948 / UTM 49N,
1085,Coordinate Reference System,29850,7302,Timbalai 1948 / UTM 50N,
1086,Coordinate Reference System,29871,7302,Timbalai  / Borneo (ch),
1087,Coordinate Reference System,29872,7302,Timbalai  / Borneo (ft),
1088,Coordinate Reference System,29873,7302,Timbalai  / Borneo (m),
1089,Coordinate Reference System,29900,7302,TM65 / Irish Nat Grid,
1090,Coordinate Reference System,30161,7302,Tokyo / Japan zone I,
1091,Coordinate Reference System,30162,7302,Tokyo / Japan zone II,
1092,Coordinate Reference System,30163,7302,Tokyo / Japan zone III,
1093,Coordinate Reference System,30164,7302,Tokyo / Japan zone IV,
1094,Coordinate Reference System,30165,7302,Tokyo / Japan zone V,
1095,Coordinate Reference System,30166,7302,Tokyo / Japan zone VI,
1096,Coordinate Reference System,30167,7302,Tokyo / Japan zone VII,
1097,Coordinate Reference System,30168,7302,Tokyo / Japan zone VIII,
1098,Coordinate Reference System,30169,7302,Tokyo / Japan zone IX,
1099,Coordinate Reference System,30170,7302,Tokyo / Japan zone X,
1100,Coordinate Reference System,30171,7302,Tokyo / Japan zone XI,
1101,Coordinate Reference System,30172,7302,Tokyo / Japan zone XII,
1102,Coordinate Reference System,30173,7302,Tokyo / Japan zone XIII,
1103,Coordinate Reference System,30174,7302,Tokyo / Japan zone XIV,
1104,Coordinate Reference System,30175,7302,Tokyo / Japan zone XV,
1105,Coordinate Reference System,30176,7302,Tokyo / Japan zone XVI,
1106,Coordinate Reference System,30177,7302,Tokyo / Japan zone XVII,
1107,Coordinate Reference System,30178,7302,Tokyo / Japan zone XVIII,
1108,Coordinate Reference System,30200,7302,Trinidad 1903 / Trinidad,
1109,Coordinate Reference System,30491,7302,Voirol /N Algerie ancien,
1110,Coordinate Reference System,30492,7302,Voirol /S Algerie ancien,
1111,Coordinate Reference System,30729,7302,Nord Sahara / UTM 29N,
1112,Coordinate Reference System,30730,7302,Nord Sahara / UTM 30N,
1113,Coordinate Reference System,30731,7302,Nord Sahara / UTM 31N,
1114,Coordinate Reference System,30732,7302,Nord Sahara / UTM 32N,
1115,Coordinate Reference System,30791,7302,Nord Sahara / N Algerie,
1116,Coordinate Reference System,30792,7302,Nord Sahara / S Algerie,
1117,Coordinate Reference System,31265,7302,MGI / Gauss zone 5,
1118,Coordinate Reference System,31266,7302,MGI / Gauss zone 6,
1119,Coordinate Reference System,31267,7302,MGI / Gauss zone 7,
1120,Coordinate Reference System,31268,7302,MGI / Gauss zone 8,
1121,Coordinate Reference System,31291,7302,MGI / Austria West,
1122,Coordinate Reference System,31292,7302,MGI / Austria Central,
1123,Coordinate Reference System,31293,7302,MGI / Austria East,
1124,Coordinate Reference System,31370,7302,BD 72 / Lambert 72,
1125,Coordinate Reference System,31461,7302,DHDN / Gauss zone 1,
1126,Coordinate Reference System,31462,7302,DHDN / Gauss zone 2,
1127,Coordinate Reference System,31463,7302,DHDN / Gauss zone 3,
1128,Coordinate Reference System,31464,7302,DHDN / Gauss zone 4,
1129,Coordinate Reference System,31465,7302,DHDN / Gauss zone 5,
1130,Coordinate Reference System,31600,7302,Stereo 33,
1131,Coordinate Reference System,31700,7302,Stereo 70,
1132,Coordinate Reference System,32013,7302,NAD27 / New Mexico Cent.,
1133,Coordinate Reference System,32018,7302,NAD27 / New York Long Is,
1134,Coordinate Reference System,32020,7302,NAD27 / North Dakota N,
1135,Coordinate Reference System,32021,7302,NAD27 / North Dakota S,
1136,Coordinate Reference System,32028,7302,NAD27 / Pennsylvania N,
1137,Coordinate Reference System,32029,7302,NAD27 / Pennsylvania S,
1138,Coordinate Reference System,32031,7302,NAD27 / South Carolina N,
1139,Coordinate Reference System,32033,7302,NAD27 / South Carolina S,
1140,Coordinate Reference System,32034,7302,NAD27 / South Dakota N,
1141,Coordinate Reference System,32035,7302,NAD27 / South Dakota S,
1142,Coordinate Reference System,32038,7302,NAD27 / Texas North Cen.,
1143,Coordinate Reference System,32040,7302,NAD27 / Texas South Cen.,
1144,Coordinate Reference System,32050,7302,NAD27 / West Virginia N,
1145,Coordinate Reference System,32051,7302,NAD27 / West Virginia S,
1146,Coordinate Reference System,32053,7302,NAD27 / Wisconsin Cen.,
1147,Coordinate Reference System,32056,7302,NAD27 / Wyoming E. Cen.,
1148,Coordinate Reference System,32057,7302,NAD27 / Wyoming W. Cen.,
1149,Coordinate Reference System,32113,7302,NAD83 / New Mexico Cent.,
1150,Coordinate Reference System,32118,7302,NAD83 / New York Long Is,
1151,Coordinate Reference System,32120,7302,NAD83 / North Dakota N,
1152,Coordinate Reference System,32121,7302,NAD83 / North Dakota S,
1153,Coordinate Reference System,32128,7302,NAD83 / Pennsylvania N,
1154,Coordinate Reference System,32129,7302,NAD83 / Pennsylvania S,
1155,Coordinate Reference System,32134,7302,NAD83 / South Dakota N,
1156,Coordinate Reference System,32135,7302,NAD83 / South Dakota S,
1157,Coordinate Reference System,32138,7302,NAD83 / Texas North Cen.,
1158,Coordinate Reference System,32140,7302,NAD83 / Texas South Cen.,
1159,Coordinate Reference System,32150,7302,NAD83 / West Virginia N,
1160,Coordinate Reference System,32151,7302,NAD83 / West Virginia S,
1161,Coordinate Reference System,32153,7302,NAD83 / Wisconsin Cen.,
1162,Coordinate Reference System,32156,7302,NAD83 / Wyoming E. Cen.,
1163,Coordinate Reference System,32157,7302,NAD83 / Wyoming W. Cen.,
1164,Unit of Measure,9001,7306,m,
1165,Unit of Measure,9002,7306,ft,
1166,Unit of Measure,9003,7306,ftUS,
1167,Unit of Measure,9005,7306,ftCla,
1168,Unit of Measure,9014,7306,fathom,
1169,Unit of Measure,9030,7306,nautmi,
1170,Unit of Measure,9031,7306,mGer,
1171,Unit of Measure,9033,7306,chUS,
1172,Unit of Measure,9034,7306,lkUS,
1173,Unit of Measure,9035,7306,miUS,
1174,Unit of Measure,9036,7306,km,
1175,Unit of Measure,9037,7306,ydCla,
1176,Unit of Measure,9038,7306,chCla,
1177,Unit of Measure,9039,7306,lkCla,
1178,Unit of Measure,9040,7306,ydSe,
1179,Unit of Measure,9041,7306,ftSe,
1180,Unit of Measure,9042,7306,chSe,
1181,Unit of Measure,9043,7306,lkSe,
1182,Unit of Measure,9050,7306,ydBnA,
1183,Unit of Measure,9051,7306,ftBnA,
1184,Unit of Measure,9052,7306,chBnA,
1185,Unit of Measure,9053,7306,lkBnA,
1186,Unit of Measure,9060,7306,ydBnB,
1187,Unit of Measure,9061,7306,ftBnB,
1188,Unit of Measure,9062,7306,chBnB,
1189,Unit of Measure,9063,7306,lkBnB,
1190,Unit of Measure,9070,7306,ftBr(65),
1191,Unit of Measure,9080,7306,ftInd,
1192,Unit of Measure,9081,7306,ftInd(37),
1193,Unit of Measure,9082,7306,ftInd(62),
1194,Unit of Measure,9083,7306,ftInd(75),
1195,Unit of Measure,9084,7306,ydInd,
1196,Unit of Measure,9085,7306,ydInd(37),
1197,Unit of Measure,9086,7306,ydInd(62),
1198,Unit of Measure,9087,7306,ydInd(75),
1199,Unit of Measure,9093,7306,mi,
1200,Unit of Measure,9094,7306,ftGC,
1201,Unit of Measure,9101,7306,rad,
1202,Unit of Measure,9102,7306,dega,
1203,Unit of Measure,9103,7306,mina,
1204,Unit of Measure,9104,7306,seca,
1205,Unit of Measure,9105,7306,gr,
1206,Unit of Measure,9106,7306,gon,
1207,Unit of Measure,9107,7306,dega,
1208,Unit of Measure,9108,7306,dega,
1209,Unit of Measure,9109,7306,urad,
1210,Unit of Measure,9110,7306,dega,
1211,Unit of Measure,9111,7306,dega,
1212,Unit of Measure,9112,7306,cgr,
1213,Unit of Measure,9113,7306,ccgr,
1214,Unit of Measure,9114,7306,mila,
1215,Coordinate_Operation Method,9824,7302,UTM grid system,
1216,Coordinate Reference System,4143,7301,Côte D'Ivoire,Same alias also applied to Locodjo 1965 (code 4142).
1217,Coordinate Reference System,4143,7301,Port Bouet,Same alias also applied to Locodjo 1965 (code 4142).
1218,Coordinate Reference System,4142,7301,Port Bouet,Same alias also applied to Abidjan 1987 (code 4143).
1219,Coordinate Reference System,4142,7301,Côte D'Ivoire,Same alias also applied to Abidjan 1987 (code 4143).
1220,Coordinate Reference System,2164,7301,Cote d'Ivoire / TM 5 NW,Same alias used for Abidjan 1987 / TM 5 NW (code 2165).
1221,Coordinate Reference System,2164,7301,Port Bouet / TM 5 NW,Same alias used for Abidjan 1987 / TM 5 NW (code 2165).
1222,Coordinate Reference System,2165,7301,Cote d'Ivoire / TM 5 NW,Same alias used for Locodjo 1965 / TM 5 NW (code 2164).
1223,Coordinate Reference System,2165,7301,Port Bouet / TM 5 NW,Same alias used for Abidjan 1987 / TM 5 NW (code 2165).
1224,Coordinate_Operation,1588,7301,ED50 to EUREF89 (1),
1225,Coordinate_Operation,1588,7301,ED50 to ETRF89 (1),
1227,Coordinate_Operation,1589,7301,ED50 to EUREF89 (3),
1229,Datum,6181,7301,LUREF,
1230,Datum,6180,7302,EST97,
1231,Datum,6179,7301,42/58,
1232,Datum,6178,7301,42/83,
1233,Datum,6312,7308,HR1901,
1234,Datum,6312,7309,D48,
1235,Coordinate_Operation Method,9807,7301,Gauss-Kruger,
1236,Coordinate_Operation Method,9807,7302,TM,
1237,Datum,6818,7301,Jednotné Trigonometrické Síte Katastrální (Ferro),
1238,Coordinate Reference System,2393,7301,KKJ / Basic Coordinate System zone 3,
1239,Coordinate Reference System,2391,7301,KKJ / Basic Coordinate System zone 1,
1240,Coordinate Reference System,2392,7301,KKJ / Basic Coordinate System zone 2,
1241,Coordinate Reference System,2394,7301,KKJ / Basic Coordinate System zone 4,
1242,Coordinate Reference System,31467,7301,DHDN / 3-degree Gauss-Kruger zone 3,
1243,Coordinate Reference System,31468,7301,DHDN / 3-degree Gauss-Kruger zone 4,
1244,Coordinate Reference System,31469,7301,DHDN / 3-degree Gauss-Kruger zone 5,
1247,Coordinate Reference System,4178,7301,42/83,
1248,Coordinate Reference System,31466,7301,DHDN / 3-degree Gauss-Kruger zone 2,
1249,Coordinate Reference System,2166,7301,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3,
1250,Coordinate Reference System,2167,7301,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4,
1251,Coordinate Reference System,4181,7301,LUREF,
1253,Coordinate Reference System,4258,7301,EUREF89,
1254,Coordinate Reference System,2170,7301,EUREF89 / CS92,
1255,Coordinate Reference System,4312,7308,HR1901,
1256,Coordinate Reference System,4312,7309,D48,
1257,Coordinate Reference System,4805,7308,HR1901 (Ferro),
1258,Coordinate Reference System,4805,7309,D48 (Ferro),
1259,Coordinate Reference System,31275,7308,HDKS zone 5,HDKS = Hrvatski Drzavni Koordinatni Sustav
1260,Coordinate Reference System,31276,7308,HDKS zone 6,HDKS = Hrvatski Drzavni Koordinatni Sustav
1261,Coordinate Reference System,31275,7309,D48 zone 5,
1262,Coordinate Reference System,2169,7301,LUREF / Gauss,
1263,Coordinate Reference System,31467,7310,PD/83 / Gauss-Kruger zone 3,PD/83 is the result of the transformation from Pulkovo 1942(83) to DHDN for Thuringen.
1264,Coordinate Reference System,31468,7310,PD/83 / Gauss-Kruger zone 4,PD/83 is the result of the transformation from Pulkovo 1942(83) to DHDN for Thuringen.
1265,Coordinate Reference System,31468,7310,RD/83 / Gauss-Kruger zone 4,RD/83 is the result of the transformation from Pulkovo 1942(83) to DHDN for Sachsen.
1266,Coordinate Reference System,31469,7310,RD/83 / Gauss-Kruger zone 4,RD/83 is the result of the transformation from Pulkovo 1942(83) to DHDN for Sachsen.
1267,Coordinate_Operation,1620,7308,HR1901 to ETRS89 (2),
1268,Coordinate_Operation,1619,7307,AT_MGI to ETRS89,
1269,Coordinate_Operation,1622,7307,CZ_S-JTSK to ETRS89,
1270,Coordinate_Operation,1620,7307,HR_HDKS to ETRS89,
1271,Coordinate_Operation,1624,7307,SK_S-JTSK to ETRS89,
1272,Coordinate_Operation,1626,7307,DK_ED50 to ETRS89,
1273,Coordinate_Operation,1628,7307,GI_ED50 to ETRS89,
1274,Coordinate_Operation,1630,7307,ES_ED50 (BAL99) to ETRS89,
1275,Coordinate_Operation,1632,7307,ES_ED50 (EST99) to ETRS89,
1276,Coordinate_Operation,1634,7307,ES_ED50 (ZNW99) to ETRS89,
1277,Coordinate_Operation,1636,7307,TR_ED50 to ETRS89,
1278,Coordinate_Operation,1638,7307,FI_KKJ to ETRS89,
1279,Coordinate_Operation,1640,7307,IE_Ireland65 to ETRS89,IE_Ireland65 to ETRS89 applies to the Republic of Ireland. Also referred to in EuroGeographics as NI_Ireland65 to ETRS89 for Northern Ireland.
1280,Coordinate_Operation,1642,7307,LU_LUREF to ETRS89,
1281,Coordinate_Operation,1644,7307,PL_42/58 to ETRS89,
1282,Coordinate_Operation,1646,7307,CH_CH1903 to ETRS89,
1283,Coordinate_Operation,1647,7307,CH_CH1903+ to ETRS89,
1284,Coordinate_Operation,1648,7307,EE_L-EST97 to ETRS89,
1285,Coordinate_Operation,1650,7307,FR_ED50 to ETRS89,
1286,Coordinate_Operation,1651,7307,FR_NTF to ETRS89,
1287,Coordinate_Operation,1653,7307,NO_NGO1948 to ETRS89,
1288,Coordinate_Operation,1657,7307,PT_D73 to ETRS89,
1289,Coordinate_Operation,1655,7307,PT_DLX(HAY) to ETRS89,
1290,Coordinate_Operation,1652,7307,BE_BD72 to ETRS89,
1291,Coordinate Reference System,31282,7302,MGI / Austria Central,
1292,Coordinate Reference System,31283,7302,MGI / Austria East,
1293,Coordinate Reference System,31281,7302,MGI / Austria West,
1294,Datum,6176,7302,AAD98,
1295,Coordinate Reference System,4176,7302,AAD98,
1296,Datum,6167,7302,NZGD2000,
1297,Coordinate Reference System,2193,7302,NZGD2000 / NZTM,
1298,Coordinate_Operation,19971,7302,NZTM,
1299,Datum,6186,7302,S-JTSK,
1300,Datum,5119,7301,Nivellement general de la France,This alias is also used for other datum realisations: see NGF - Lallemand (code 5118) and NGF - IGN78 (code 5120).
1301,Datum,5119,7301,NGF,This alias is also used for other datum realisations: see NGF - Lallemand (code 5118) and NGF - IGN78 (code 5120).
1302,Datum,5120,7301,NGF,This alias is also used for other datum realisations: see NGF - Lallemand (code 5118) and NGF - IGN69 (code 5119).
1303,Datum,5118,7301,NGF,This alias is also used for other datum realisations: see NGF - IGN69 (code 5119) and NGF - IGN78 (code 5120).
1304,Datum,5120,7301,Nivellement general de la France,This alias is also used for other datum realisations: see NGF - Lallemand (code 5118) and NGF - IGN69 (code 5119).
1305,Datum,5118,7301,Nivellement general de la France,This alias is also used for other datum realisations: see NGF - IGN69 (code 5119) and NGF - IGN78 (code 5120).
1306,Datum,6143,7301,Côte D'Ivoire (Ivory Coast),This alias is not unique: it is also used for code 6142.
1307,Datum,6142,7301,Côte D'Ivoire (Ivory Coast),This alias is not unique: it is also used for code 6143.
1308,Coordinate Reference System,4300,7301,1975 Mapping Adjustment,
1309,Coordinate Reference System,2196,7301,EUREF89 / Kp2000 Jutland,
1310,Coordinate Reference System,2196,7301,System 2000 Jylland zoner,
1311,Coordinate Reference System,2197,7301,EUREF89 / Kp2000 Zealand,
1312,Coordinate Reference System,2197,7301,System 2000 Sjaelland zoner,
1313,Coordinate Reference System,2198,7301,EUREF89 / Kp2000 Bornholm,
1314,Coordinate Reference System,2198,7301,System 2000 Bornholm zoner,
1315,Datum,6189,7301,SIRGAS-REGVEN,
1316,Datum,6189,7302,REGVEN,
1317,Datum,6171,7300,Réseau Géodésique Français 1993,
1318,Datum,6172,7300,Posiciones Geodésicas Argentinas,
1319,Datum,6186,7300,Jednotné Trigonometrické Síte Katastrální,
1320,Coordinate Reference System,4314,7310,PD/83,Used for describing result of transformation from Pulkovo 1942(83) to DHDN for Thuringen.
1321,Coordinate Reference System,4314,7310,RD/83,Used for describing result of transformation from Pulkovo 1942(83) to DHDN for Sachsen.
1322,Coordinate_Operation,15304,7302,Arizona East (ft),
1323,Coordinate_Operation,15305,7302,Arizona Central (ft),
1324,Coordinate_Operation,15306,7302,Arizona West (ft),
1325,Coordinate_Operation,15307,7302,California zone 1 (ftUS),
1326,Coordinate_Operation,15308,7302,California zone 2 (ftUS),
1327,Coordinate_Operation,15309,7302,California zone 3 (ftUS),
1328,Coordinate_Operation,15310,7302,California zone 4 (ftUS),
1329,Coordinate_Operation,15311,7302,California zone 5 (ftUS),
1330,Coordinate_Operation,15312,7302,California zone 6 (ftUS),
1331,Coordinate_Operation,15313,7302,Colorado North (ftUS),
1332,Coordinate_Operation,15314,7302,Colorado Central (ftUS),
1333,Coordinate_Operation,15315,7302,Colorado South (ftUS),
1334,Coordinate_Operation,15316,7301,Connecticut (ft US),
1335,Coordinate_Operation,15317,7302,Delaware (ftUS),
1336,Coordinate_Operation,15318,7301,Florida East (ft US),
1337,Coordinate_Operation,15319,7302,Florida West (ftUS),
1338,Coordinate_Operation,15320,7302,Florida North (ftUS),
1339,Coordinate_Operation,15321,7302,Georgia East (ftUS),
1340,Coordinate_Operation,15322,7302,Georgia West (ftUS),
1341,Coordinate_Operation,15323,7302,Idaho East (ftUS),
1342,Coordinate_Operation,15324,7302,Idaho Central (ftUS),
1343,Coordinate_Operation,15325,7302,Idaho West (ftUS),
1344,Coordinate_Operation,15326,7302,Indiana East (ftUS),
1345,Coordinate_Operation,15327,7302,Indiana West (ftUS),
1346,Coordinate_Operation,15328,7302,Kentucky North (ftUS),
1347,Coordinate_Operation,15329,7302,Kentucky South (ftUS),
1348,Coordinate_Operation,15330,7302,Maryland (ftUS),
1349,Coordinate_Operation,15331,7302,Massachusetts Mainland (ftUS),
1350,Coordinate_Operation,15332,7302,Massachusetts Island (ftUS),
1351,Coordinate_Operation,15333,7302,Michigan North (ft),
1352,Coordinate_Operation,15334,7302,Michigan Central (ft),
1353,Coordinate_Operation,15335,7302,Michigan South (ft),
1354,Coordinate_Operation,15336,7302,Mississippi East (ftUS),
1355,Coordinate_Operation,15337,7302,Mississippi West (ftUS),
1356,Coordinate_Operation,15338,7301,Montana (ftUS),
1357,Coordinate_Operation,15339,7302,New Mexico East (ftUS),
1358,Coordinate_Operation,15340,7302,New Mexico Central (ftUS),
1359,Coordinate_Operation,15341,7302,New Mexico West (ftUS),
1360,Coordinate_Operation,15342,7302,New York East (ftUS),
1361,Coordinate_Operation,15343,7302,New York Central (ftUS),
1362,Coordinate_Operation,15344,7302,New York  West (ftUS),
1363,Coordinate_Operation,15345,7302,New York Long Island (ftUS),
1364,Coordinate_Operation,15346,7302,North Carolina (ftUS),
1365,Coordinate_Operation,15347,7302,North Dakota North (ft),
1366,Coordinate_Operation,15348,7302,North Dakota South (ft),
1367,Coordinate_Operation,15349,7302,Oklahoma North (ftUS),
1368,Coordinate_Operation,15350,7302,Oklahoma South (ftUS),
1369,Coordinate_Operation,15351,7302,Oregon North (ft),
1370,Coordinate_Operation,15352,7302,Oregon South (ft),
1371,Coordinate_Operation,15353,7302,Pennsylvania North (ftUS),
1372,Coordinate_Operation,15354,7301,Pennsylvania South (ftUS),
1373,Coordinate_Operation,15355,7302,South Carolina (ft),
1374,Coordinate_Operation,15356,7302,Tennessee (ftUS),
1375,Coordinate_Operation,15357,7302,Texas North (ftUS),
1376,Coordinate_Operation,15358,7302,Texas North Central (ftUS),
1377,Coordinate_Operation,15359,7302,Texas Central (ftUS),
1378,Coordinate_Operation,15360,7302,Texas South Central (ftUS),
1379,Coordinate_Operation,15361,7302,Texas South (ftUS),
1380,Coordinate_Operation,15362,7302,Utah North (ft),
1381,Coordinate_Operation,15363,7302,Utah Central (ft),
1382,Coordinate_Operation,15364,7302,Utah South (ft),
1383,Coordinate_Operation,15365,7302,Virginia North (ftUS),
1384,Coordinate_Operation,15366,7302,Virginia South (ftUS),
1385,Coordinate_Operation,15367,7302,Washington North (ftUS),
1386,Coordinate_Operation,15368,7302,Washington South (ftUS),
1387,Coordinate_Operation,15369,7302,Wisconsin North (ftUS),
1388,Coordinate_Operation,15370,7302,Wisconsin Central (ftUS),
1389,Coordinate_Operation,15371,7302,Wisconsin South (ftUS),
1390,Datum,6190,7302,POSGAR 98,
1391,Datum,6190,7300,Posiciones Geodésicas Argentinas 1998,
1392,Coordinate Reference System,4190,7301,National Geodetic System [Argentina],see http://www.igm.gov.ar/posgar.html
1393,Datum,6182,7301,Observatario Flores,
1394,Datum,6182,7302,Azores Occidental 1939,
1395,Datum,6183,7301,Graciosa,The same name is also used for the 1995 adjustment (see datum code 6665).
1396,Datum,6183,7302,Azores Central 1948,
