area_code,area_name,area_of_use,area_south_bound_lat,area_north_bound_lat,area_west_bound_lon,area_east_bound_lon,area_polygon_file_ref,iso_a2_code,iso_a3_code,iso_n_code,remarks,information_source,data_source,revision_date,change_id,deprecated
2382,USA - Idaho and Montana - east of 113°W,United States (USA) - Idaho and Montana - east of 113°W.,42,49,-113,-104.04,,,,,,OGP,OGP,2011/07/27,2008.045 2008.070 2011.067,0
2383,USA - Idaho and Montana - west of 113°W,United States (USA) - Idaho and Montana - west of 113°W.,42,49,-117.24,-113,,,,,,OGP,OGP,2008/09/24,2008.045 2008.070,0
2384,Canada - Alberta and British Columbia,"Canada - Alberta; British Columbia.",48.25,60,-139.04,-109.98,,,,,,OGP,OGP,2011/07/27,2011.067,0
2385,Panama - Canal Zone,Panama - Canal Zone.,8.82,9.44,-80.06,-79.47,,,,,,OGP,OGP,2011/08/17,2011.067 2011.069,0
2386,Greenland - Hayes Peninsula,Greenland - Hayes Peninsula.,75.86,79.19,-73.28,-60.99,,,,,,OGP,OGP,2011/08/17,2011.067 2011.069,0
2387,USA - Alaska - Aleutian Islands east of 180°E,United States (USA) - Alaska - Aleutian Islands onshore east of 180°E.,51.54,54.34,-178.3,-164.84,,,,,,OGP,OGP,2011/07/27,2008.045 2008.054 2008.070 2011.067,0
2388,USA - Alaska - Aleutian Islands west of 180°W,United States (USA) - Alaska - Aleutian Islands onshore west of 180°W.,51.3,53.06,172.43,179.85,,,,,,OGP,OGP,2011/07/27,2008.045 2008.054 2008.070 2011.067,0
2389,USA - CONUS east of Mississippi River - onshore,"United States (USA) - CONUS east of Mississippi River - onshore - including entire states of Louisiana; Missouri; Minnesota as well as Alabama; Connecticut; Delaware; Florida; Georgia; Illinois; Indiana; Kentucky; Maine; Maryland; Massachusetts; Michigan; Mississippi; New Hampshire; New Jersey; New York; North Carolina; Ohio; Pennsylvania; Rhode Island; South Carolina; Tennessee; Vermont; Virginia; West Virginia; Wisconsin.",24.9,49.37,-97.23,-66.92,,,,,,OGP,OGP,2011/06/20,2008.070 2011.041,0
2390,USA - CONUS west of Mississippi River - onshore,"United States (USA) - CONUS west of Mississippi River - onshore - excludes those states covered under Area 2389 - Includes Arizona; Arkansas; California; Colorado; Idaho; Iowa; Kansas; Montana; Nebraska; Nevada; New Mexico; North Dakota; Oklahoma; Oregon; South Dakota; Texas; Utah; Washington; Wyoming.",25.84,49.05,-124.79,-89.65,,,,,,OGP,OGP,2011/08/17,2008.070 2011.041 2011.069,0
2391,Oman - Masirah Island,Oman - Masirah Island.,20,20.9,58.5,59.5,,,,,,OGP,OGP,1996/10/18,,0
2392,UAE - Abu al Bu Khoosh,United Arab Emirates (UAE) - Abu Dhabi offshore - Abu al Bu Khoosh.,25.33,25.5,53,53.33,,,,,,OGP,OGP,2008/09/24,2008.070,0
2393,Algeria - Hassi Messaoud,Algeria - Hassi Messaoud.,31.5,32,5.5,6.5,,,,,,OGP,OGP,2000/06/23,,0
2394,UK - Great Britain and UKCS,"United Kingdom (UKCS) - Great Britain (GB) - England; Scotland; Wales; UKCS including North Sea.",49.15,63.83,-6,3.4,,,,,,OGP,OGP,2008/09/24,2008.070 2010.019,1
2395,UK - England,United Kingdom (UK) - England.,49.94,55.81,-6.37,1.78,,,,,,OGP,OGP,2008/09/24,2008.070,0
2396,"UK - England; Wales; Isle of Man","United Kingdom (UK) - England; Wales; Isle of Man.",49.94,55.81,-6.37,1.78,,,,,,OGP,OGP,2008/09/24,2008.070,0
2397,UK - Scotland,United Kingdom (UK) - Scotland (including Orkney and Shetland Islands).,54.62,58.67,-7.67,-0.72,,,,,,OGP,OGP,2008/09/24,2008.070,0
2398,UK - Wales,United Kingdom (UK) - Wales.,51.37,53.43,-5.34,-2.64,,,,,,OGP,OGP,2008/09/24,2008.070,0
2399,"South America - Bolivia; Chile; Ecuador; Guyana; Peru; Venezuela","Bolivia; Chile - onshore north of 45°S; Ecuador - mainland onshore; Guyana - onshore; Peru - onshore; Venezuela - onshore.",-45,12.51,-81.4,-56.47,,,,,,OGP,OGP,2011/05/09,2011.021 2011.037,0
2400,Bolivia - Madidi,Bolivia - Madidi.,-14.43,-13.57,-68.95,-67.79,,,,,,OGP,OGP,2011/05/09,2011.037,0
2401,Bolivia - Block 20,Bolivia - Block 20.,-21.7,-21.09,-63.43,-62.95,,,,,,OGP,OGP,2011/05/09,2011.037,0
2402,Chile - onshore north of 21°30'S,Chile - onshore north of 21°30'S.,-21.5,-17.51,-70.48,-68.19,,,,,,OGP,OGP,2011/05/09,2008.045 2010.097 2011.037,0
2403,Chile - onshore 39°S to 45°S,Chile - onshore between 39°S and 45°S.,-45,-39,-75.22,-71.11,,,,,,OGP,OGP,2011/05/09,2008.045 2010.097 2011.037,0
2404,Oman - block 4,Oman - block 4.,19.58,21.17,56.5,59.02,,,,,,OGP,OGP,2001/06/05,,0
2405,Kazakhstan - Caspian Sea,Kazakhstan - Caspian Sea.,36.57,47.2,46.7,54.76,,,,,,OGP,OGP,2000/02/02,,0
2406,Qatar - offshore,Qatar - offshore.,24.6,27.03,50.61,53.07,,,,,,OGP,OGP,2000/10/19,,0
2407,Greenland - south of 72°N,Greenland - south of 72°N.,59.75,72,-55,-40,,,,,,OGP,OGP,2008/06/23,2008.045 2011.061,1
2408,Japan - Okinawa,Japan - Okinawa.,26,27.5,127.5,128.5,,,,,,OGP,OGP,1996/10/18,,0
2409,Asia - Japan and South Korea,"Japan; South Korea; Okinawa.",24.25,45.49,123.68,145.81,,,,,,OGP,OGP,1996/10/18,,0
2410,"Canada - NWT; Nunavut; Saskatchewan","Canada - Northwest Territories; Nunavut; Saskatchewan.",49,83.16,-136.45,-60.73,,,,,,OGP,OGP,2011/07/27,2011.067,0
2411,Asia - India and Nepal,"India; Nepal.",6.75,35.51,68.14,97.38,,,,,,OGP,OGP,1999/10/20,,0
2412,USA - Alaska mainland,United States (USA) - Alaska mainland.,54.35,71.4,-168.25,-129.99,,,,,,OGP,OGP,2011/07/27,2008.070 2011.067,0
2413,Bahamas - main islands onshore,"Bahamas - onshore southwest of a line from 27°30'N, 77°30'W through 23°15'N, 74°30'W to 22°30'N, 72°30'W.",20.87,27.29,-79.03,-72.69,,,,,,OGP,OGP,2011/07/27,2011.051 2011.067,0
2414,Bahamas (San Salvador Island) - onshore,Bahamas (San Salvador Island) - onshore.,23.91,24.19,-74.6,-74.37,,,,,,OGP,OGP,2011/06/30,2011.051,0
2415,Canada - Manitoba and Ontario,"Canada - Manitoba; Ontario.",41.68,60,-102,-74.36,,,,,,OGP,OGP,2011/07/27,2011.067,0
2416,Canada - eastern provinces,"Canada - onshore - New Brunswick; Newfoundland and Labrador; Nova Scotia; Prince Edward Island; Quebec.",43.42,62.61,-79.85,-52.54,,,,,,OGP,OGP,2011/08/17,2006.463 2011.067 2011.069,0
2417,Canada - Yukon,Canada - Yukon.,60,69.7,-141,-123.91,,,,,,OGP,OGP,2011/07/27,2011.067,0
2418,Caribbean - central (DMA tfm),"Antigua; Barbados; Barbuda; Cuba; Dominican Republic; Grand Cayman; Jamaica; Turks and Caicos Islands. Note: does not include other islands within this geographic area.",13,23.24,-85.01,-59.38,,,,,,OGP,OGP,2011/07/27,2004.540 2005.220 2011.067,0
2419,Central America - Belize to Costa Rica,"Onshore Belize, Costa Rica, El Salvador, Guatemala, Honduras and Nicaragua.",7.98,18.49,-92.29,-82.53,,,,,,OGP,OGP,2011/07/27,2011.067,0
2420,Europe - west (DMA ED50 mean),"Austria; Belgium; Denmark; Finland; Faroe islands; France; Germany (west); Gibraltar; Greece; Italy; Luxembourg; Netherlands; Norway; Portugal; Spain; Sweden; Switzerland.",36,71.05,-9.4,31.6,,,,,,OGP,OGP,2006/03/16,2005.470 2005.471,0
2421,Europe - west central (by country),"Austria; Denmark; France; Germany (west); Netherlands; Switzerland.",42.5,57.5,-4.6,22.5,,,,,,OGP,OGP,1996/10/18,,0
2422,Slovenia - Gorenjska - central,Slovenia - central Gorenjska (Upper Carniola) with part of the Kamnik or Savinja Alps.,46.1,46.45,14.06,14.62,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si",OGP,2008/07/20,,0
2423,Europe - FSU onshore,"Armenia; Azerbaijan; Belarus; Estonia - onshore; Georgia - onshore; Kazakhstan; Kyrgyzstan; Latvia - onshore; Lithuania - onshore; Moldova; Russian Federation - onshore; Tajikistan; Turkmenistan; Ukraine - onshore; Uzbekistan.",35.15,82,19.2,-168.98,,,,,Area crosses 180-degree meridian.,OGP,OGP,2011/06/30,2011.055,0
2424,USA - HARN,"American Samoa; Puerto Rico and the Virgin Islands; United States (USA) - Alabama; Alaska; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Hawaii; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming.",,,,,,,,,,OGP,OGP,2008/09/24,2008.070,1
2425,"Japan - 45°20'N to 46°N; 141°E to 142°E","Japan - 45°20'N to 46°N; 141°E to 142°E.",45.33,46,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2426,"Japan - 45°20'N to 46°N; 142°E to 143°E","Japan - 45°20'N to 46°N; 142°E to 143°E.",45.33,46,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2427,"Japan - 44°40'N to 45°20'N; 141°E to 142°E","Japan - 44°40'N to 45°20'N; 141°E to 142°E.",44.67,45.33,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2428,"Japan - 44°40'N to 45°20'N; 142°E to 143°E","Japan - 44°40'N to 45°20'N; 142°E to 143°E.",44.67,45.33,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2429,"Japan - 44°N to 44°40'N; 141°E to 142°E","Japan - 44°N to 44°40'N; 141°E to 142°E.",44,44.67,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2430,"Japan - 44°N to 44°40'N; 142°E to 143°E","Japan - 44°N to 44°40'N; 142°E to 143°E.",44,44.67,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2431,"Japan - 44°N to 44°40'N; 143°E to 144°E","Japan - 44°N to 44°40'N; 143°E to 144°E.",44,44.67,143,144,,,,,,OGP,OGP,2008/06/23,2008.045,0
2432,"Japan - 44°N to 44°40'N; 144°E to 145°E","Japan - 44°N to 44°40'N; 144°E to 145°E.",44,44.67,144,145,,,,,,OGP,OGP,2008/06/23,2008.045,0
2433,"Japan - 43°20'N to 44°N; 141°E to 142°E","Japan - 43°20'N to 44°N; 141°E to 142°E.",43.33,44,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2434,"Japan - 43°20'N to 44°N; 142°E to 143°E","Japan - 43°20'N to 44°N; 142°E to 143°E.",43.33,44,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2435,"Japan - 43°20'N to 44°N; 143°E to 144°E","Japan - 43°20'N to 44°N; 143°E to 144°E.",43.33,44,143,144,,,,,,OGP,OGP,2008/06/23,2008.045,0
2436,"Japan - 43°20'N to 44°N; 144°E to 145°E","Japan - 43°20'N to 44°N; 144°E to 145°E.",43.33,44,144,145,,,,,,OGP,OGP,2008/06/23,2008.045,0
2437,"Japan - 43°20'N to 44°N; 145°E to 146°E","Japan - 43°20'N to 44°N; 145°E to 146°E.",43.33,44,145,146,,,,,,OGP,OGP,2008/06/23,2008.045,0
2438,"Japan - 42°40'N to 43°20'N; 140°E to 141°E","Japan - 42°40'N to 43°20'N; 140°E to 141°E.",42.67,43.33,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2439,"Japan - 42°40'N to 43°20'N; 141°E to 142°E","Japan - 42°40'N to 43°20'N; 141°E to 142°E.",42.67,43.33,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2440,"Japan - 42°40'N to 43°20'N; 142°E to 143°E","Japan - 42°40'N to 43°20'N; 142°E to 143°E.",42.67,43.33,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2441,"Japan - 42°40'N to 43°20'N; 143°E to 144°E","Japan - 42°40'N to 43°20'N; 143°E to 144°E.",42.67,43.33,143,144,,,,,,OGP,OGP,2008/06/23,2008.045,0
2442,"Japan - 42°40'N to 43°20'N; 144°E to 145°E","Japan - 42°40'N to 43°20'N; 144°E to 145°E.",42.67,43.33,144,145,,,,,,OGP,OGP,2008/06/23,2008.045,0
2443,"Japan - 42°40'N to 43°20'N; 145°E to 146°E","Japan - 42°40'N to 43°20'N; 145°E to 146°E.",42.67,43.33,145,146,,,,,,OGP,OGP,2008/06/23,2008.045,0
2444,"Japan - 42°N to 42°40'N; 139°E to 140°E","Japan - 42°N to 42°40'N; 139°E to 140°E.",42,42.67,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2445,"Japan - 42°N to 42°40'N; 140°E to 141°E","Japan - 42°N to 42°40'N; 140°E to 141°E.",42,42.67,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2446,"Japan - 42°N to 42°40'N; 141°E to 142°E","Japan - 42°N to 42°40'N; 141°E to 142°E.",42,42.67,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2447,"Japan - 42°N to 42°40'N; 142°E to 143°E","Japan - 42°N to 42°40'N; 142°E to 143°E.",42,42.67,142,143,,,,,,OGP,OGP,2008/06/23,2008.045,0
2448,"Japan - 42°N to 42°40'N; 143°E to 144°E","Japan - 42°N to 42°40'N; 143°E to 144°E.",42,42.67,143,144,,,,,,OGP,OGP,2008/06/23,2008.045,0
2449,"Japan - 41°20'N to 42°N; 140°E to 141°E","Japan - 41°20'N to 42°N; 140°E to 141°E.",41.33,42,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2450,"Japan - 41°20'N to 42°N; 141°E to 142°E","Japan - 41°20'N to 42°N; 141°E to 142°E.",41.33,42,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2451,"Japan - 40°40'N to 41°20'N; 140°E to 141°E","Japan - 40°40'N to 41°20'N; 140°E to 141°E.",40.67,41.33,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2452,"Japan - 40°40'N to 41°20'N; 141°E to 142°E","Japan - 40°40'N to 41°20'N; 141°E to 142°E.",40.67,41.33,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2453,"Japan - 40°N to 40°40'N; 139°E to 140°E","Japan - 40°N to 40°40'N; 139°E to 140°E.",40,40.67,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2454,"Japan - 40°N to 40°40'N; 140°E to 141°E","Japan - 40°N to 40°40'N; 140°E to 141°E.",40,40.67,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2455,"Japan - 40°N to 40°40'N; 141°E to 142°E","Japan - 40°N to 40°40'N; 141°E to 142°E.",40,40.67,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2456,"Japan - 39°20'N to 40°N; 139°E to 140°E","Japan - 39°20'N to 40°N; 139°E to 140°E.",39.33,40,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2457,"Japan - 39°20'N to 40°N; 140°E to 141°E","Japan - 39°20'N to 40°N; 140°E to 141°E.",39.33,40,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2458,"Japan - 39°20'N to 40°N; 141°E to 142°E","Japan - 39°20'N to 40°N; 141°E to 142°E.",39.33,40,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2459,"Japan - 38°40'N to 39°20'N; 139°E to 140°E","Japan - 38°40'N to 39°20'N; 139°E to 140°E.",38.67,39.33,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2460,"Japan - 38°40'N to 39°20'N; 140°E to 141°E","Japan - 38°40'N to 39°20'N; 140°E to 141°E.",38.67,39.33,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2461,"Japan - 38°40'N to 39°20'N; 141°E to 142°E","Japan - 38°40'N to 39°20'N; 141°E to 142°E.",38.67,39.33,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2462,"Japan - 38°N to 38°40'N; 139°E to 140°E","Japan - 38°N to 38°40'N; 139°E to 140°E.",38,38.67,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2463,"Japan - 38°N to 38°40'N; 140°E to 141°E","Japan - 38°N to 38°40'N; 140°E to 141°E.",38,38.67,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2464,"Japan - 38°N to 38°40'N; 141°E to 142°E","Japan - 38°N to 38°40'N; 141°E to 142°E.",38,38.67,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2465,"Japan - 37°20'N to 38°N; 136°E to 137°E","Japan - 37°20'N to 38°N; 136°E to 137°E.",37.33,38,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2466,"Japan - 37°20'N to 38°N; 137°E to 138°E","Japan - 37°20'N to 38°N; 137°E to 138°E.",37.33,38,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2467,"Japan - 37°20'N to 38°N; 138°E to 139°E","Japan - 37°20'N to 38°N; 138°E to 139°E.",37.33,38,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2468,"Japan - 37°20'N to 38°N; 139°E to 140°E","Japan - 37°20'N to 38°N; 139°E to 140°E.",37.33,38,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2469,"Japan - 37°20'N to 38°N; 140°E to 141°E","Japan - 37°20'N to 38°N; 140°E to 141°E.",37.33,38,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2470,"Japan - 37°20'N to 38°N; 141°E to 142°E","Japan - 37°20'N to 38°N; 141°E to 142°E.",37.33,38,141,142,,,,,,OGP,OGP,2008/06/23,2008.045,0
2471,"Japan - 36°40'N to 37°20'N; 136°E to 137°E","Japan - 36°40'N to 37°20'N; 136°E to 137°E.",36.67,37.33,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2472,"Japan - 36°40'N to 37°20'N; 137°E to 138°E","Japan - 36°40'N to 37°20'N; 137°E to 138°E.",36.67,37.33,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2473,"Japan - 36°40'N to 37°20'N; 138°E to 139°E","Japan - 36°40'N to 37°20'N; 138°E to 139°E.",36.67,37.33,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2474,"Japan - 36°40'N to 37°20'N; 139°E to 140°E","Japan - 36°40'N to 37°20'N; 139°E to 140°E.",36.67,37.33,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2475,"Japan - 36°40'N to 37°20'N; 140°E to 141°E","Japan - 36°40'N to 37°20'N; 140°E to 141°E.",36.67,37.33,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2476,"Japan - 36°N to 36°40'N; 136°E to 137°E","Japan - 36°N to 36°40'N; 136°E to 137°E.",36,36.67,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2477,"Japan - 36°N to 36°40'N; 137°E to 138°E","Japan - 36°N to 36°40'N; 137°E to 138°E.",36,36.67,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2478,"Japan - 36°N to 36°40'N; 138°E to 139°E","Japan - 36°N to 36°40'N; 138°E to 139°E.",36,36.67,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2479,"Japan - 36°N to 36°40'N; 139°E to 140°E","Japan - 36°N to 36°40'N; 139°E to 140°E.",36,36.67,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2480,"Japan - 36°N to 36°40'N; 140°E to 141°E","Japan - 36°N to 36°40'N; 140°E to 141°E.",36,36.67,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2481,"Japan - 35°20'N to 36°N; 132°E to 133°E","Japan - 35°20'N to 36°N; 132°E to 133°E.",35.33,36,132,133,,,,,,OGP,OGP,2008/06/23,2008.045,0
2482,"Japan - 35°20'N to 36°N; 133°E to 134°E","Japan - 35°20'N to 36°N; 133°E to 134°E.",35.33,36,133,134,,,,,,OGP,OGP,2008/06/23,2008.045,0
2483,"Japan - 35°20'N to 36°N; 134°E to 135°E","Japan - 35°20'N to 36°N; 134°E to 135°E.",35.33,36,134,135,,,,,,OGP,OGP,2008/06/23,2008.045,0
2484,"Japan - 35°20'N to 36°N; 135°E to 136°E","Japan - 35°20'N to 36°N; 135°E to 136°E.",35.33,36,135,136,,,,,,OGP,OGP,2008/06/23,2008.045,0
2485,"Japan - 35°20'N to 36°N; 136°E to 137°E","Japan - 35°20'N to 36°N; 136°E to 137°E.",35.33,36,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2486,"Japan - 35°20'N to 36°N; 137°E to 138°E","Japan - 35°20'N to 36°N; 137°E to 138°E.",35.33,36,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2487,"Japan - 35°20'N to 36°N; 138°E to 139°E","Japan - 35°20'N to 36°N; 138°E to 139°E.",35.33,36,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2488,"Japan - 35°20'N to 36°N; 139°E to 140°E","Japan - 35°20'N to 36°N; 139°E to 140°E.",35.33,36,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2489,"Japan - 35°20'N to 36°N; 140°E to 141°E","Japan - 35°20'N to 36°N; 140°E to 141°E.",35.33,36,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2490,"Japan - 34°40'N to 35°20'N; 132°E to 133°E","Japan - 34°40'N to 35°20'N; 132°E to 133°E.",34.67,35.33,132,133,,,,,,OGP,OGP,2008/06/23,2008.045,0
2491,"Japan - 34°40'N to 35°20'N; 133°E to 134°E","Japan - 34°40'N to 35°20'N; 133°E to 134°E.",34.67,35.33,133,134,,,,,,OGP,OGP,2008/06/23,2008.045,0
2492,"Japan - 34°40'N to 35°20'N; 134°E to 135°E","Japan - 34°40'N to 35°20'N; 134°E to 135°E.",34.67,35.33,134,135,,,,,,OGP,OGP,2008/06/23,2008.045,0
2493,"Japan - 34°40N' to 35°20'N; 135°E to 136°E","Japan - 34°40N' to 35°20'N; 135°E to 136°E.",34.67,35.33,135,136,,,,,,OGP,OGP,2008/06/23,2008.045,0
2494,"Japan - 34°40'N to 35°20'N; 136°E to 137°E","Japan - 34°40'N to 35°20'N; 136°E to 137°E.",34.67,35.33,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2495,"Japan - 34°40'N to 35°20'N; 137°E to 138°E","Japan - 34°40'N to 35°20'N; 137°E to 138°E.",34.67,35.33,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2496,"Japan - 34°40'N to 35°20'N; 138°E to 139°E","Japan - 34°40'N to 35°20'N; 138°E to 139°E.",34.67,35.33,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2497,"Japan - 34°40'N to 35°20'N; 139°E to 140°E","Japan - 34°40'N to 35°20'N; 139°E to 140°E.",34.67,35.33,139,140,,,,,,OGP,OGP,2008/06/23,2008.045,0
2498,"Japan - 34°40'N to 35°20'N; 140°E to 141°E","Japan - 34°40'N to 35°20'N; 140°E to 141°E.",34.67,35.33,140,141,,,,,,OGP,OGP,2008/06/23,2008.045,0
2499,"Japan - 34°N to 34°40'N; 130°E to 131°E","Japan - 34°N to 34°40'N; 130°E to 131°E.",34,34.67,130,131,,,,,,OGP,OGP,2008/06/23,2008.045,0
2500,"Japan - 34°N to 34°40'N; 131°E to 132°E","Japan - 34°N to 34°40'N; 131°E to 132°E.",34,34.67,131,132,,,,,,OGP,OGP,2008/06/23,2008.045,0
2501,"Japan - 34°N to 34°40'N; 132°E to 133°E","Japan - 34°N to 34°40'N; 132°E to 133°E.",34,34.67,132,133,,,,,,OGP,OGP,2008/06/23,2008.045,0
2502,"Japan - 34°N to 34°40'N; 133°E to 134°E","Japan - 34°N to 34°40'N; 133°E to 134°E.",34,34.67,133,134,,,,,,OGP,OGP,2008/06/23,2008.045,0
2503,"Japan - 34°N to 34°40'N; 134°E to 135°E","Japan - 34°N to 34°40'N; 134°E to 135°E.",34,34.67,134,135,,,,,,OGP,OGP,2008/06/23,2008.045,0
2504,"Japan - 34°N to 34°40'N; 135°E to 136°E","Japan - 34°N to 34°40'N; 135°E to 136°E.",34,34.67,135,136,,,,,,OGP,OGP,2008/06/23,2008.045,0
2505,"Japan - 34°N to 34°40'N; 136°E to 137°E","Japan - 34°N to 34°40'N; 136°E to 137°E.",34,34.67,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2506,"Japan - 34°N to 34°40'N; 137°E to 138°E","Japan - 34°N to 34°40'N; 137°E to 138°E.",34,34.67,137,138,,,,,,OGP,OGP,2008/06/23,2008.045,0
2507,"Japan - 34°N to 34°40'N; 138°E to 139°E","Japan - 34°N to 34°40'N; 138°E to 139°E.",34,34.67,138,139,,,,,,OGP,OGP,2008/06/23,2008.045,0
2508,"Japan - 33°20'N to 34°N; 129°E to 130°E","Japan - 33°20'N to 34°N; 129°E to 130°E.",33.33,34,129,130,,,,,,OGP,OGP,2008/06/23,2008.045,0
2509,"Japan - 33°20'N to 34°N; 130°E to 131°E","Japan - 33°20'N to 34°N; 130°E to 131°E.",33.33,34,130,131,,,,,,OGP,OGP,2008/06/23,2008.045,0
2510,"Japan - 33°20'N to 34°N; 131°E to 132°E","Japan - 33°20'N to 34°N; 131°E to 132°E.",33.33,34,131,132,,,,,,OGP,OGP,2008/06/23,2008.045,0
2511,"Japan - 33°20'N to 34°N; 132°E to 133°E","Japan - 33°20'N to 34°N; 132°E to 133°E.",33.33,34,132,133,,,,,,OGP,OGP,2008/06/23,2008.045,0
2512,"Japan - 33°20'N to 34°N; 133°E to 134°E","Japan - 33°20'N to 34°N; 133°E to 134°E.",33.33,34,133,134,,,,,,OGP,OGP,2008/06/23,2008.045,0
2513,"Japan - 33°20'N to 34°N; 134°E to 135°E","Japan - 33°20'N to 34°N; 134°E to 135°E.",33.33,34,134,135,,,,,,OGP,OGP,2008/06/23,2008.045,0
2514,"Japan - 33°20'N to 34°N; 135°E to 136°E","Japan - 33°20'N to 34°N; 135°E to 136°E.",33.33,34,135,136,,,,,,OGP,OGP,2008/06/23,2008.045,0
2515,"Japan - 33°20'N to 34°N; 136°E to 137°E","Japan - 33°20'N to 34°N; 136°E to 137°E.",33.33,34,136,137,,,,,,OGP,OGP,2008/06/23,2008.045,0
2516,"Japan - 32°40'N to 33°20'N; 129°E to 130°E","Japan - 32°40'N to 33°20'N; 129°E to 130°E.",32.67,33.33,129,130,,,,,,OGP,OGP,2008/06/23,2008.045,0
2517,"Japan - 32°40'N to 33°20'N; 130°E to 131°E","Japan - 32°40'N to 33°20'N; 130°E to 131°E.",32.67,33.33,130,131,,,,,,OGP,OGP,2008/06/23,2008.045,0
2518,"Japan - 32°40'N to 33°20'N; 131°E to 132°E","Japan - 32°40'N to 33°20'N; 131°E to 132°E.",32.67,33.33,131,132,,,,,,OGP,OGP,2008/06/23,2008.045,0
2519,"Japan - 32°40'N to 33°20'N; 132°E to 133°E","Japan - 32°40'N to 33°20'N; 132°E to 133°E.",32.67,33.33,132,133,,,,,,OGP,OGP,2008/06/23,2008.045,0
2520,"Japan - 32°40'N to 33°20'N; 133°E to 134°E","Japan - 32°40'N to 33°20'N; 133°E to 134°E.",32.67,33.33,133,134,,,,,,OGP,OGP,2008/06/23,2008.045,0
2521,"Japan - 32°40'N to 33°20'N; 134°E to 135°E","Japan - 32°40'N to 33°20'N; 134°E to 135°E.",32.67,33.33,134,135,,,,,,OGP,OGP,2008/06/23,2008.045,0
