coord_op_code,coord_op_name,coord_op_type,source_crs_code,target_crs_code,coord_tfm_version,coord_op_variant,area_of_use_code,coord_op_scope,coord_op_accuracy,coord_op_method_code,uom_code_source_coord_diff,uom_code_target_coord_diff,remarks,information_source,data_source,revision_date,change_id,show_operation,deprecated
14732,SPCS83 West Virginia South zone (meters),conversion,,,,,2265,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,See projection code 14736 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2008-06-23,1995.300 1996.290 1999.280 2001.030 2008.006 2008.041,1,0
14733,SPCS83 West Virginia North zone (US Survey feet),conversion,,,,,2264,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14731.,NOAA manual NOS NGS 5,OGP,2008-02-01,,1,1
14734,SPCS83 West Virginia South zone (US Survey feet),conversion,,,,,2265,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14732.,NOAA manual NOS NGS 5,OGP,2008-02-01,,1,1
14735,SPCS83 West Virginia North zone (US Survey feet),conversion,,,,,2264,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14731.,NOAA manual NOS NGS 5,OGP,2008-06-23,,1,0
14736,SPCS83 West Virginia South zone (US Survey feet),conversion,,,,,2265,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14732.,NOAA manual NOS NGS 5,OGP,2008-02-23,,1,0
14801,Wisconsin CS27 North zone,conversion,,,,,2267,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,1999-04-22,1995.300 1996.290 1999.280,1,0
14802,Wisconsin CS27 Central zone,conversion,,,,,2266,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,1999-04-22,1995.300 1996.290 1999.280,1,0
14803,Wisconsin CS27 South zone,conversion,,,,,2268,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,1999-04-22,1995.300 1996.290 1999.280,1,0
14811,Wisconsin Transverse Mercator 27,conversion,,,,,1418,Used for state-wide applications.,0,9807,,,Designed to cover the state in a single zone.,Wisconsin Coordinate Systems Handbook (1991) http://sco.wisc.edu/pubs/wiscoord/wiscoord.php,OGP,2005-04-21,2005.170,1,0
14831,SPCS83 Wisconsin North zone (meters),conversion,,,,,2267,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,See code 15369 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 1999.280 2001.030,1,0
14832,SPCS83 Wisconsin Central zone (meters),conversion,,,,,2266,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,See code 15370 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 1999.280 2001.030,1,0
14833,SPCS83 Wisconsin South zone (meters),conversion,,,,,2268,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,See code 15371 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 1999.280 2001.030,1,0
14841,Wisconsin Transverse Mercator 83,conversion,,,,,1418,Used for state-wide applications.,0,9807,,,Designed to cover the state in a single zone.,Wisconsin Coordinate Systems Handbook (1991) http://sco.wisc.edu/pubs/wiscoord/wiscoord.php,OGP,2004-04-23,,1,0
14901,Wyoming CS27 East zone,conversion,,,,,2269,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 2000.092,1,0
14902,Wyoming CS27 East Central zone,conversion,,,,,2270,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 2000.092,1,0
14903,Wyoming CS27 West Central zone,conversion,,,,,2272,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 2000.092,1,0
14904,Wyoming CS27 West zone,conversion,,,,,2271,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 2000.092,1,0
14931,SPCS83 Wyoming East zone (meters),conversion,,,,,2269,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,See code 14935 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2007-03-13,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14932,SPCS83 Wyoming East Central zone (meters),conversion,,,,,2270,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,See code 14936 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2007-03-13,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14933,SPCS83 Wyoming West Central zone (meters),conversion,,,,,2272,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,See code 14937 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2007-03-13,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14934,SPCS83 Wyoming West zone (meters),conversion,,,,,2271,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,See code 14938 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2007-03-13,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14935,SPCS83 Wyoming East zone (US Survey feet),conversion,,,,,2269,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14931.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2007-03-13,,1,0
14936,SPCS83 Wyoming East Central zone (US Survey feet),conversion,,,,,2270,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14932.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2007-03-13,,1,0
14937,SPCS83 Wyoming West Central zone (US Survey feet),conversion,,,,,2272,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14933.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2007-03-13,,1,0
14938,SPCS83 Wyoming West zone (US Survey feet),conversion,,,,,2271,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14934.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2007-03-13,,1,0
15001,Alaska CS27 zone 1,conversion,,,,,2156,Used for large and medium scale topographic mapping and engineering survey.,0,9812,,,"If using Oblique Mercator method (code 9815), Ec=2685642.82 ftUS, Nc=1887198.47 ftUS.",USGS Professional Paper #1395,OGP,1997-04-11,1996.290 1997.080,1,0
15002,Alaska CS27 zone 2,conversion,,,,,2158,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15003,Alaska CS27 zone 3,conversion,,,,,2159,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15004,Alaska CS27 zone 4,conversion,,,,,2160,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15005,Alaska CS27 zone 5,conversion,,,,,2161,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15006,Alaska CS27 zone 6,conversion,,,,,2162,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15007,Alaska CS27 zone 7,conversion,,,,,2163,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15008,Alaska CS27 zone 8,conversion,,,,,2164,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15009,Alaska CS27 zone 9,conversion,,,,,2165,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15010,Alaska CS27 zone 10,conversion,,,,,2157,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,1999-04-22,1995.300 1996.290 1999.280,1,0
15020,Alaska Albers,conversion,,,,,1330,Small scale mapping and state planning.,0,9822,,,,,OGP,2002-09-19,,1,0
15021,Alaska Albers (meters),conversion,,,,,1330,Small scale mapping and state planning.,0,9822,,,,State of Alaska Department of Natural Resources.,OGP,2006-11-11,,1,0
15031,SPCS83 Alaska zone 1 (meters),conversion,,,,,2156,Used for large and medium scale topographic mapping and engineering survey.,0,9812,,,"If using Oblique Mercator method (code 9815), Ec=818585.57 m, Nc=575219.25 m.",NOAA manual NOS NGS 5,OGP,2001-11-06,1996.290 2001.030,1,0
15032,SPCS83 Alaska zone 2 (meters),conversion,,,,,2158,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15033,SPCS83 Alaska zone 3 (meters),conversion,,,,,2159,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15034,SPCS83 Alaska zone 4 (meters),conversion,,,,,2160,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15035,SPCS83 Alaska zone 5 (meters),conversion,,,,,2161,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15036,SPCS83 Alaska zone 6 (meters),conversion,,,,,2162,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15037,SPCS83 Alaska zone 7 (meters),conversion,,,,,2163,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15038,SPCS83 Alaska zone 8 (meters),conversion,,,,,2164,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15039,SPCS83 Alaska zone 9 (meters),conversion,,,,,2165,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15040,SPCS83 Alaska zone 10 (meters),conversion,,,,,2157,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 1999.280 2001.030,1,0
15101,Hawaii CS27 zone 1,conversion,,,,,1546,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15102,Hawaii CS27 zone 2,conversion,,,,,1547,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15103,Hawaii CS27 zone 3,conversion,,,,,1548,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15104,Hawaii CS27 zone 4,conversion,,,,,1549,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15105,Hawaii CS27 zone 5,conversion,,,,,1550,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,USGS Professional Paper #1395,OGP,1995-12-02,1995.300 1996.290,1,0
15131,SPCS83 Hawaii zone 1 (meters),conversion,,,,,1546,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15132,SPCS83 Hawaii zone 2 (meters),conversion,,,,,1547,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15133,SPCS83 Hawaii zone 3 (meters),conversion,,,,,1548,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15134,SPCS83 Hawaii zone 4 (meters),conversion,,,,,1549,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15135,SPCS83 Hawaii zone 5 (meters),conversion,,,,,1550,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 2001.030,1,0
15138,SPCS83 Hawaii zone 3 (US Survey feet),conversion,,,,,1548,Used for large and medium scale topographic mapping and engineering survey by City and County of Honolulu.,0,9807,,,Not recognised by Federal authorities because there is no State law defining grid unit. For equivalent metric Federal definition see code 15133.,,OGP,2007-04-20,,1,0
15201,Puerto Rico CS27,conversion,,,,,1194,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 1999.280 2000.094,1,0
15202,St. Croix CS27,conversion,,,,,1254,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,2000-03-07,1995.300 1996.290 1999.280 2000.094,1,0
15230,SPCS83 Puerto Rico & Virgin Islands zone (meters),conversion,,,,,2251,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,NOAA manual NOS NGS 5,OGP,2001-11-06,1995.300 1996.290 1999.280 2001.030,1,0
15297,SPCS83 Utah North zone (US Survey feet),conversion,,,,,2258,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14331. For equivalent International foot definition see code 15362.,National Geodetic Survey (private communication),OGP,2007-01-20,,0,0
15298,SPCS83 Utah Central zone (US Survey feet),conversion,,,,,2257,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14332. For equivalent International foot definition see code 15363.,National Geodetic Survey (private communication),OGP,2007-01-20,,0,0
15299,SPCS83 Utah South zone (US Survey feet),conversion,,,,,2259,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14333. For equivalent International foot definition see code 15364.,National Geodetic Survey (private communication),OGP,2007-01-20,,0,0
15300,American Samoa Lambert,conversion,,,,,1027,Used for large and medium scale topographic mapping and engineering survey.,0,9801,,,Per Snyder: Map Projections - a Working Manual: At origin x=500000 ft; y=o but radius to latitude of origin = -82000000 feet. US National Geodetic Survey confirms use of zero for False Northing.,US National Geodetic Survey (NGS),OGP,2000-10-19,,1,1
15301,American Samoa Lambert,conversion,,,,,1027,Used for large and medium scale topographic mapping and engineering survey.,0,9801,,,"Per Snyder: Map Projections - a Working Manual: At origin x=500000 ft; y=0 but radius to latitude of origin = -82000000 feet. Thus False Northing = 312234.65 ftUS. NGS confirms value of FN, which is encoded within their algorithms but not published.",US National Geodetic Survey (NGS),OGP,2004-08-09,,1,1
15302,Tennessee CS27,conversion,,,,,1411,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,,USGS Professional Paper #1395,OGP,2001-10-04,2001.450,1,0
15303,SPCS83 Kentucky North zone (meters),conversion,,,,,2202,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,See code 15328 for equivalent non-metric definition.,NOAA manual NOS NGS 5,OGP,2001-10-04,2001.030 2001.450,1,0
15304,SPCS83 Arizona East zone (International feet),conversion,,,,,2167,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 10231.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15305,SPCS83 Arizona Central zone (International feet),conversion,,,,,2166,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 10232.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15306,SPCS83 Arizona West zone (International feet),conversion,,,,,2168,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 10233.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15307,SPCS83 California zone 1 (US Survey feet),conversion,,,,,2175,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10431.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15308,SPCS83 California zone 2 (US Survey feet),conversion,,,,,2176,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10432.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15309,SPCS83 California zone 3 (US Survey feet),conversion,,,,,2177,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10433.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15310,SPCS83 California zone 4 (US Survey feet),conversion,,,,,2178,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10434.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15311,SPCS83 California zone 5 (US Survey feet),conversion,,,,,2182,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10435.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15312,SPCS83 California zone 6 (US Survey feet),conversion,,,,,2180,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10436.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15313,SPCS83 Colorado North zone (US Survey feet),conversion,,,,,2184,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10531.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15314,SPCS83 Colorado Central zone (US Survey feet),conversion,,,,,2183,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10532.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15315,SPCS83 Colorado South zone (US Survey feet),conversion,,,,,2185,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10533.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15316,SPCS83 Connecticut zone (US Survey feet),conversion,,,,,1377,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10630.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15317,SPCS83 Delaware zone (US Survey feet),conversion,,,,,1378,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10730.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15318,SPCS83 Florida East zone (US Survey feet),conversion,,,,,2186,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10931.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15319,SPCS83 Florida West zone (US Survey feet),conversion,,,,,2188,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10932.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15320,SPCS83 Florida North zone (US Survey feet),conversion,,,,,2187,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 10933.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15321,SPCS83 Georgia East zone (US Survey feet),conversion,,,,,2189,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11031.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15322,SPCS83 Georgia West zone (US Survey feet),conversion,,,,,2190,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11032.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15323,SPCS83 Idaho East zone (US Survey feet),conversion,,,,,2192,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11131.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15324,SPCS83 Idaho Central zone (US Survey feet),conversion,,,,,2191,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11132.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15325,SPCS83 Idaho West zone (US Survey feet),conversion,,,,,2193,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11133.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15326,SPCS83 Indiana East zone (US Survey feet),conversion,,,,,2196,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11331.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,1
15327,SPCS83 Indiana West zone (US Survey feet),conversion,,,,,2197,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11332.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,1
15328,SPCS83 Kentucky North zone (US Survey feet),conversion,,,,,2202,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 15303.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15329,SPCS83 Kentucky South zone (US Survey feet),conversion,,,,,2203,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11632.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15330,SPCS83 Maryland zone (US Survey feet),conversion,,,,,1389,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11930.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15331,SPCS83 Massachusetts Mainland zone (US Survey feet),conversion,,,,,2209,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 12031.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15332,SPCS83 Massachusetts Island zone (US Survey feet),conversion,,,,,2208,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 12032.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15333,SPCS83 Michigan North zone (International feet),conversion,,,,,1723,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 12141.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15334,SPCS83 Michigan Central zone (International feet),conversion,,,,,1724,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 12142.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15335,SPCS83 Michigan South zone (International feet),conversion,,,,,1725,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 12143.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15336,SPCS83 Mississippi East zone (US Survey feet),conversion,,,,,2216,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 12331.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15337,SPCS83 Mississippi West zone (US Survey feet),conversion,,,,,2217,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 12332.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15338,SPCS83 Montana zone (International feet),conversion,,,,,1395,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 12530.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15339,SPCS83 New Mexico East zone (US Survey feet),conversion,,,,,2228,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13031.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15340,SPCS83 New Mexico Central zone (US Survey feet),conversion,,,,,2231,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13032.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
